ID,User,date,review,rating,type
7,duckymomo1312,"2024-07-27 20:45 | Phân loại hàng: Áo Trễ Vai,L",Sản phẩm đẹp rất hài lòng cảm ơn cửa hàng đóng gói cẩn thận đơn hàng cảm ơn vận chuyển giao hàng nhanh chóng sẽ ủng hộ thêm khi có cơ hội,,normal
17,duonghan64,"2023-03-29 17:31 | Phân loại hàng: Xanh Rêu,L",đẹp lắm luôn ắ đángg mua nhaaa,,normal
4,duonghonglien1611,"2024-02-29 21:19 | Phân loại hàng: Xám Đen,L",Ôi quần siêu đẹp hiccc thề đẹp dẫ mãn form màu đêpfu đỉnh sé ủng hộ,,normal
17,duongvi2403,"2023-01-09 19:36 | Phân loại hàng: Xanh Rêu,XXL",@🫶: Nhưng sâu trong thâm tâm luôn mong có một người thấu hiểu đến và che chở @⫍ ⃢👁ܫ👁⃢ ⫎: giao tiếp phục vụ tốt thế còn đòi chi,,normal
20,dutehe,"2022-05-23 08:55 | Phân loại hàng: Đen,S",Quần xink lắm ạ,,normal
16,duynon549,"2024-06-06 15:20 | Phân loại hàng: Full Set,S",,,normal
13,dww3nai17n,"2023-02-15 07:09 | Phân loại hàng: 2,XL",Chất liệu: hg bietMàu sắc: nâuĐúng với mô tả: cung đúnghàng đẹp lắm nma hơi chật aa (ảnh và vd chi để nhận xu aaa),,normal
14,e*****i,"2023-05-17 06:02 | Phân loại hàng: Áo Lưới Xám,XL",,,normal
6,euphoriajk19,"2024-07-24 12:31 | Phân loại hàng: Thắt Lưng,M",Chất liệu: depMàu sắc: xamĐúng với mô tả: dung“The only way to do great work is to love what you do.”,,normal
16,f*****6,"2024-04-09 14:04 | Phân loại hàng: Full Set,M",,,normal
14,fenny3538,"2022-11-09 17:33 | Phân loại hàng: Áo Lưới Trắng,M",Chất liệu: lenMàu sắc: trắng beĐúng với mô tả: khác 1 tí dầy hơn k thấy áo trong rõ nmak cũng đẹp,,normal
4,ffjdxrrdz6,"2024-02-21 17:12 | Phân loại hàng: Áo Thun Đen,S",Giao hàng k đủ số lượng,,normal
11,fql1bibg4l,2023-05-07 22:08 | Phân loại hàng: Xanh Rêu - XL,Màu sắc: xanh rêuĐúng với mô tả: chuẩnChất liệu: kakakakakakiKkkkkkkkkkkki,,normal
19,fuipham,"2023-12-17 14:30 | Phân loại hàng: Đen Dây Rút,S","Màu sắc: đen , size SĐúng với mô tả: HÀNG Y HÌNHQuần đẹp , như hình, shop tư vấn size S mặc vừa y, quần như mong đợi, nên mua. Shop tư vấn nhiệt tình. Đã mua hàng mấy lần ở shop rồi",,normal
13,fzwpztk7jl,"2024-02-29 13:27 | Phân loại hàng: 11,M",Đúng với mô tả: okeMàu sắc: đẹpChất liệu: vải rất oke mát,,normal
16,g*****3,"2024-04-15 20:04 | Phân loại hàng: Quần Ribbon Xám,S",,,normal
17,g*****4,"2023-06-28 06:57 | Phân loại hàng: Đen,M",,,normal
10,g*****6,"2023-04-09 13:05 | Phân loại hàng: QUẦN JEAN NHÚNG,XL",,,normal
11,g*****v,2022-12-15 13:16 | Phân loại hàng: Nâu Rêu - M,,,normal
18,gafifa0510,"2024-04-09 14:02 | Phân loại hàng: Blackpink,M",,,normal
7,gfinn2606,2019-06-25 19:24,"Vải áo đẹp lắm, dày dặn, chuẩn form. Quần đẹp, vải mát và co dãn, tôn dáng cực kỳ, đùi mình to nhưng mà được shop tư vấn đúng size thì che được khuyết điểm ấy rồi. Ai còn phân vân thì cứ mua đi nhé, không hối hận đâu. Đồ đẹp vậy mà còn chê thì thôi :))) Sẽ ủng hộ shop dài.",,normal
10,h*****.,"2023-07-05 15:59 | Phân loại hàng: QUẦN JEAN NHÚNG,M",,,normal
6,h*****0,"2024-07-14 07:24 | Phân loại hàng: Thắt Lưng,M",,,normal
11,h*****3,2023-03-03 22:07 | Phân loại hàng: Xanh Rêu - M,,,normal
10,h*****4,"2023-04-17 16:12 | Phân loại hàng: Áo 3 Lỗ Đen,M",,,normal
14,h*****4,"2022-10-09 15:32 | Phân loại hàng: Áo Lưới Trắng,COMBO 5 ĐÔI VỚ",,,normal
17,h*****4,"2023-04-17 16:12 | Phân loại hàng: Áo 3 lỗ Trắng,S",,,normal
17,h*****5,"2022-12-21 13:08 | Phân loại hàng: Đen,M",,,normal
12,h*****7,"2023-01-05 10:17 | Phân loại hàng: 4,XL",,,normal
18,h*****7,"2024-03-31 09:38 | Phân loại hàng: Hoa cúc,S",,,normal
11,h*****8,2023-06-05 17:44 | Phân loại hàng: Xanh Rêu - S,,,normal
16,h*****9,"2024-06-03 12:45 | Phân loại hàng: Quần Ribbon Xám,M",,,normal
16,h*****d,"2024-03-31 12:37 | Phân loại hàng: Quần Ribbon Xám,M",,,normal
4,h*****h,"2023-12-24 08:31 | Phân loại hàng: Xám Đen,M",,,normal
13,h*****h,"2022-10-29 16:34 | Phân loại hàng: 1,M",,,normal
16,h*****h,"2024-04-04 15:19 | Phân loại hàng: Quần Ribbon Hồng,M",,,normal
10,h*****n,"2024-01-09 09:43 | Phân loại hàng: QUẦN JEAN NHÚNG,L",,,normal
4,h*****s,"2023-10-15 14:05 | Phân loại hàng: Xám Đen,XXL",,,normal
11,h*****s,2022-08-24 11:59 | Phân loại hàng: XL,,,normal
17,h*****s,"2023-09-29 10:54 | Phân loại hàng: Đen,S",,,normal
19,h*****s,"2024-01-27 01:12 | Phân loại hàng: Đen Dây Rút,S",,,normal
15,h0llokjty,2018-05-15 07:04,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,,normal
11,habaoquyen123,2022-12-13 12:10 | Phân loại hàng: Nâu Rêu - M,Chất liệu: jeanMàu sắc: rêuĐúng với mô tả: đúnghay mua hàng ở shop này mua lần nào cũng ưng hết xịn gì đâu á nên mua nhé mng,,normal
4,hadayy0209,"2024-04-25 13:43 | Phân loại hàng: Xám Đen,S","Chất vải tốt , nhân viên nhiệt tình lắm ah. Nên mua na. Vải mát lắm í",,normal
5,hadinh9610,"2023-07-12 17:54 | Phân loại hàng: XANH,S","Quần khá đẹp, nhưng nhiều chỉ thừa quá, chất mềm nói chung vừa với giá cả. Mình 1m50 sz vẫn bị dài quá phải lên gấu",,normal
13,haimy9923,"2022-12-23 13:08 | Phân loại hàng: 9,M","Chất liệu: ㅏㅐMàu sắc: beĐúng với mô tả: yessVải dày dặn áo form xinh y chang ảnh luôn nha mng, phù hợp giá tiền nên muaa",,normal
2,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn",,bot
2,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Áo Trễ Vai Đen,XL","😘 Quần ống rộng basic dễ phối đồ, màu form xinh lắm á mấy bà, chất cũng dày dặn nữa. Nói chung đi học đi chơi đi làm gì đều mamg được tuốttt, rất chi nà ưngggg, shop cũng tư vấn size rất nhiệt tình, ship siêu nhanh.",,bot
4,haiyen300618,"2024-01-06 18:16 | Phân loại hàng: Áo Thun Oversize Đen,XL","10đ k có nhưng. Shop tv nhiệt tình, nhân viên thân thiện, giao hàng nhanhhh",,bot
4,haiyen300618,"2024-04-15 10:03 | Phân loại hàng: Áo Thun Oversize Đen,XL","đọc đánh giá thấy bảo mỏng nhưng không mỏng đâu mấy bà ơi, không phải cứ dày là xịn đâu, vải siêu đẹp, mềm mát, ít nhăn .Tui M50 mang sz S vừa đẹp luôn, form lên chuẩn, săn sale nên rẻ lắm, ncl siêu ưng luôn",,bot
4,haiyen300618,"2024-05-07 19:02 | Phân loại hàng: Áo Thun Oversize Đen,XL","Tr ui, tui m5 tưởng k bon chen được ai dè mamg sz S vừa luôn, hơi dài ống chút, mamg thêm giày cao là siêu hack dáng luôn, chất siêu đẹp, mịn, chuẩn form . Mn thắc mắc size cứ nt cho shop nhé, siêu nhiệt tình dth lắm",,bot
4,haiyen300618,"2024-05-08 14:29 | Phân loại hàng: Áo Thun Oversize Đen,XL","Quần siêu xinh, lên form xuông chứ không ôm đùi, rất đẹp, chất hàng quảng châu nên form chuẩn lắm, không có gì chê luôn, rcm mn nên mua nhé",,bot
4,haiyen300618,"2024-06-21 20:04 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn",,bot
4,haiyen300618,"2024-06-21 20:06 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn",,bot
6,haiyen300618,"2024-03-29 13:09 | Phân loại hàng: Croptop,XL","Cả 2 Màu đều xinh ạ, săn sale áp mã còn 175k/ quần, siêu rẻ mà được em quần quá chất lượng, nên mua nha mn",,bot
6,haiyen300618,"2024-05-08 14:19 | Phân loại hàng: Xanh Denim,XL","Quần vải đẹp lắm mấy bà, dày dặn, form đẹp, không bí mồ hôi, mua về cứ sợ bị nhăn mà mua về không cần ủi luôn, vải cực kì ưng luôn, mong shop ra nhiều mẫu quần vải dạng như này nữa, Thả quả ảnh feedback của tui cho mấy bà ytam mà mua, dứt liền cho tuôiii",,bot
6,haiyen300618,"2024-06-21 20:04 | Phân loại hàng: Croptop,XL","Quần vải dày dặn, y hình, lên form đẹp, shop tvan nhiệt tình, ưng nhaaa",,bot
6,haiyen300618,"2024-06-21 20:06 | Phân loại hàng: Croptop,XL","Quần vải dày dặn, y hình, lên form đẹp, shop tvan nhiệt tình, ưng nhaaa",,bot
7,haiyen300618,"2024-04-04 10:20 | Phân loại hàng: Áo Trễ Vai,XL","Set xinh lắm nha, vải siêu đẹp luôn, t cần gấp nên shop ship nhanh như 1 cơn gió, đáng tiền nha mn",,bot
11,haiyen300618,"2024-04-12 08:56 | Phân loại hàng: Xám Mài Bạc,XL","Mua 2 quần quần nào cũng xinh, với giá 175k áp mã nữa thì không có gì để chê, quần form chất quảng châu nên sờ vải mềm lắm, ưng quá 🖐️",,bot
16,haiyen300618,"2024-03-24 16:45 | Phân loại hàng: ÁO CAD ĐEN,M","Quần xinh lắm mấy bà , ảnh bên ngoài sáng hơn trong hình xíu nhưng tui thích màu bên ngoài hơn, nhìn tôn dáng dã man, lên form okella lắm,",,bot
16,haiyen300618,"2024-03-24 16:50 | Phân loại hàng: Quần Ribbon Xám,XL",10đ không có nhưnggg. Nhất định sẽ mua tiếp ạ,,bot
16,haiyen300618,"2024-04-12 08:48 | Phân loại hàng: Quà Tặng,XL","Set xinh lắm nha, vải siêu đẹp luôn, t cần gấp nên shop ship nhanh như 1 cơn gió, đáng tiền nha mn",,bot
16,haiyen300618,"2024-04-13 13:46 | Phân loại hàng: Quà Tặng,XL",,,bot
18,haiyen300618,"2024-03-24 16:49 | Phân loại hàng: Rockmore,L","Mua cả set xinh lúmmmm, hoa nhí nhìn xinh yêu gheee, chất đẹp lắm mấy bà ơi, mê",,bot
18,haiyen300618,"2024-03-24 16:51 | Phân loại hàng: Columbia,L",Shop tv nhiệt tình. Giao hangg nhanhhhh,,bot
20,haiyen300618,"2024-03-29 13:05 | Phân loại hàng: Áo đen,XS",,,bot
20,haiyen300618,"2024-03-29 20:47 | Phân loại hàng: Áo đen,XS",,,bot
20,haiyen300618,"2024-03-31 16:45 | Phân loại hàng: Áo đen,XS",,,bot
20,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Đen,XXL","Tr ui cái quần chưa tới 200k mà đẹp nhức nachh, mình cao m5 mamg size s vừa vặn luôn nhé, vải mịn đẹp form lên rộng rộng, tôn dáng lắm, shop rất có tâm luôn, nên mua nha mn",,bot
20,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Đen,XXL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn",,bot
7,haiyennguyen2001,2019-10-06 21:54 | Phân loại hàng: Set Áo Vest + Quần T,Yên tâm mua nhennn xịn y ảnh,,normal
11,halocondien,2023-03-02 12:35 | Phân loại hàng: Xanh Rêu - L,Quần lên from chuẩn xinh giống hình Chất vải kh mỏng kh dễ bị nhăn quá ư Tiền nào của ấy thoi nên là đừng sợ mắc nha Với mọi người nên mua chuẩn size của mình luon nha đừng sợ chật,,normal
11,halrquyen_1102,2023-02-19 13:58 | Phân loại hàng: Xanh Rêu - S,"Chất liệu: kbMàu sắc: xanh rêuĐúng với mô tả: quần đẹp lắm , mặc lên nhìn người to ra hẳn fom chuẩn luôn . Mình gầy nên hơi rộng eo . 10 điểm",,normal
20,hanbuingocthu,"2019-10-30 12:25 | Phân loại hàng: Đen,L",Quần siêu mát và chất không hề nhăn cực ưng ý ạ ❤️,,normal
4,hangbui563,"2024-01-17 11:40 | Phân loại hàng: Đen,XL",,,normal
11,hangnguyen8624,2022-09-16 11:26 | Phân loại hàng: L,"Chất liệu: kakiMàu sắc: rêuVải đẹp lắm nha mọi người, quần đẹp hơn mình mong đợi :^",,normal
14,hanhat9208,"2023-03-02 11:53 | Phân loại hàng: Áo Lưới Xám,S","Mình đặt size S nên chưa qua mông lắm, đặt hoả tốc shop hỗ trợ và tư vấn siêu nhanh luôn. Sẽ ủng hộ shop thêm",,normal
4,hanhueidn688,"2023-10-09 10:45 | Phân loại hàng: Xám Đen,M","chất liệu hơi mỏng cảm giác 300k không giống hình lắm nhưng from cũng xinh ạ, mình nghĩ giá tầm 250k oke hơn mình mới mặc 1 lần pass 180k bạn nào cần liên hệ zl 0567691479 nha 0:20 12báo cáo",,normal
17,hanun1909,"2022-12-03 10:22 | Phân loại hàng: Xanh Rêu,XL",Ny mk khen đẹp,,normal
20,hatechitam,"2021-05-08 20:29 | Phân loại hàng: Đen,L",Vải quần rất bóng mặc trông già nnshdndndhdbxbbxbxbxnxnxnxnxnnxnxnxnxnxnxndnxnnxnxxn 0:07,,normal
4,hauyenfood,"2023-12-12 21:55 | Phân loại hàng: Áo Thun Đen,M","Áo chất vải dày nha, mặc ôm đẹp. Nhưng bờ vai t hơi rộng nên mặc ko ổn lắm, chắc nhượng người bờ vai nhỏ 😂",,normal
6,hhthyx,"2022-11-21 22:04 | Phân loại hàng: Trắng,L",áo đúng form và dày dặn xinh lắm ạ,,normal
13,hienbui.bm,"2024-01-14 13:58 | Phân loại hàng: 5,XL",Giao k đúng mẫu,,normal
12,hinna132260,"2023-04-28 16:15 | Phân loại hàng: 3,S","Xinh đẹp tuyệt vời, chất liệu nhìn cực kì thích. Nói chung là cho 10 điểm",,normal
8,hiuhiu391326,"2023-07-02 09:35 | Phân loại hàng: Hồng,M","quần đẹp lắm nha, quần như hình. chất liệu k quá dày cũng k quá mỏng. mặc mát thoải mái. 54kg mặc M là ok nha",,normal
7,hmynguyn523,"2024-03-14 11:18 | Phân loại hàng: Áo Trễ Vai,M","Màu sắc: denChất liệu: vaoĐúng với mô tả: dungHàng chuẩn và đẹp, nên mua ủng hộ shop nhe mn. Dep lam nhe ạ hinij",,normal
11,hnghip525,2023-06-23 17:20 | Phân loại hàng: Xanh Rêu - XL,"Chất liệu: tốtMàu sắc: xanh rêuĐúng với mô tả: bảng size k đúng chọn lớn hơn theo các bạn tư vấn vẫn bị chậtChất vải ok thích, feedback lại đúng màu thực tế nè",,normal
11,hngly493,2023-03-06 14:10 | Phân loại hàng: Xanh Rêu - XL,Đẹp dày dặn đúng from,,normal
10,hngthmchu854,"2023-06-08 14:30 | Phân loại hàng: QUẦN JEAN NHÚNG,S","Do mình cần gấp nên shop giao nhanh lắm nha , tư vấnnn nhiệt tình . Quần đẹp đáng tiền . Mình cao 1m53 nặng 43kg mặc size s vừa nè",,normal
12,hoacumeoden,"2023-12-11 20:13 | Phân loại hàng: 4,M","Màu sắc: beĐúng với mô tả: okChất liệu: kakiMua đồ của dicao là đẹp nha mụi ngừi yên tâm, mình mua nhiều rồi ưng bụng hết",,normal
4,hoaiiphuong99,"2023-11-21 15:02 | Phân loại hàng: Xám Đen,L",Màu sắc: xám đenĐúng với mô tả: ddusngChất liệu: vảiSản phẩm phù hợp giá tiền Đóng gói cẩn thận .,,normal
17,hoaithuong2818,"2022-11-01 02:32 | Phân loại hàng: Đen,L","sản phẩm rất tuyệt vờii , formmm đẹpp , nên mua",,normal
6,hoaithuongeri,"2024-08-07 09:26 | Phân loại hàng: Xanh Denim,S",Chất liệu: jeansMàu sắc: y hìnhQuần ống rộng như ống không rộng mà rộng eo ủa là sao Lên form mà xịt keo vải thì oke nhưng form xấu mà mình không dám mặc ống quần siêu xấu nói chung không giống hình bạn nào mua nên cân nhắc ạ,,normal
11,hoangthithithithiuyen,2023-10-19 17:17 | Phân loại hàng: Xanh Rêu - M,"Màu sắc: xanh rêuĐúng với mô tả: đúngChất liệu: vải mềm ,dày dặn ,ko điểm gì chê 10₫ 10₫1m6 nặng 47kg quất luôn size M nha ưng quá chừng ❤️",,normal
4,hoangyen16022004,"2024-02-24 11:18 | Phân loại hàng: Xám Đen,M",,,normal
20,hohonganh06,"2021-01-15 18:42 | Phân loại hàng: Đen,L",OMG Lưng quần jean rộng lắm mng nên cân nhắc nha,,normal
11,hokhanhtran1607,2022-11-26 00:13 | Phân loại hàng: Kem - M,Sản phẩm giao vô cùng nhanh luôn mọi người ạ. Đã vậy mua trúng đợt giảm giá nên được giảm rất nhiều nữa chứ,,normal
14,hongan034,"2022-09-22 12:11 | Phân loại hàng: Áo Lưới Trắng,COMBO 5 ĐÔI VỚ","Chất liệu: lướiMàu sắc: trắngĐúng với mô tả: đúngTui mua chung với mấy món nữa được shop cho combo giảm giá quá đã 😆 .Tr ơi em áo lưới đẹp xuata sắc, form rộng rộng mamg đi biển hay đi chơi là ta nói hết nước chấmm. Sẽ tiếp tục ủng hộ shop ạ 🥰",,normal
17,hongan034,"2022-10-09 15:32 | Phân loại hàng: Xanh Rêu,Thắt Lưng","Chất liệu: KhakiMàu sắc: XanhĐúng với mô tả: ĐúngQuần xinh vải đẹp không có gì để chê luôn, shop tư vấn nhiệt tình, mình đặt mấy quần khác nữa mà quần nào cũng ưng, mình bảo cần gấp để đi nước ngoài nên shop ship nhanh như 1 cơn gió =)))). Nên mua nha mấy bà 8",,normal
17,honghoang6298,"2023-01-15 12:32 | Phân loại hàng: Xanh Rêu,XXL","Quần đẹp vải đẹp, shop tư vấn nhiệt tình. M8 90kí mặc xl rộng form rất đẹp giao hàng nhanh. Do quần form to nên mua nhỏ hơn 1 size mình nghĩ ổn",,normal
4,hongkhen2822003,"2023-12-24 12:29 | Phân loại hàng: Xám Đen,S","Quần đẹp ạ nhưng phải dài thêm xíu nữa là đẹp hơn, thời gian giao hàng nhanh",,normal
4,hongnhungcute999,"2024-07-16 16:17 | Phân loại hàng: Chun buộc tóc,S",Hình ảnh mang tính chất minh hoạ . Áo đẹp dày dặn nên mua nhé mọi người!,,normal
4,hongthnhv785,"2024-01-25 09:38 | Phân loại hàng: Xám Đen,M","Chất liệu: okMàu sắc: okĐúng với mô tả: okSản phẩm rất tuyệt vời, đã sử dụng rất nhiều lần và cảm thấy rất hài lòng",,normal
4,hongtrang071202,"2024-02-19 00:06 | Phân loại hàng: Chun buộc tóc,M","Chất liệu: daMàu sắc: đenĐúng với mô tả: đúngClmm áo đẹppp kinhh khủng, không nghĩ 300k mà mua đc cái áo đẹp thế luôn. Shop tư vấn nhiệt tình lắm ạ",,normal
7,hongvi204,"2021-02-06 18:08 | Phân loại hàng: FULL SET,M",Chất đẹp giao hàng nhanh vest hơi mỏng tí nhưng hợp thời tiết không quá nóng,,normal
16,hshshgs936,"2024-04-04 17:55 | Phân loại hàng: Quần Ribbon Hồng,S",,,normal
13,hthuong292,"2023-05-18 23:13 | Phân loại hàng: 5,XL",Áo rất xinh c,,normal
11,htngoclan7,2022-10-14 02:29 | Phân loại hàng: Nâu Rêu - M,"Quần rất đẹp, vải dày, ít chỉ thừa,giao hàng nhanh sẽ ủng hộ lần sau",,normal
16,huenguenthanh,"2024-03-29 12:57 | Phân loại hàng: Quần Ribbon Xám,M",,,normal
4,huyen.sdv,"2023-11-06 22:10 | Phân loại hàng: Xám Đen,M",,,normal
11,huyentrang3tuw,2024-02-25 15:32 | Phân loại hàng: Đen - L,Chất liệu: JeanĐúng với mô tả: đúngMàu sắc: đenQuần dày dặn form đẹp. Giao hàng nhanh. Đóng gói cẩn thận. Hình ảnh nhận xu &:!,,normal
11,huykine01,2023-02-21 09:59 | Phân loại hàng: Đen - XL,Phải lói nà 1m67 68 mặc xl bao đẹp. Cắt đi 1 gấu là y chang mẫu luôn. Đẹp vjpro,,normal
17,huynhmy1306,"2023-04-10 08:22 | Phân loại hàng: Đen,XL",Chất liệu: vảiMàu sắc: đenĐúng với mô tả: 70%Nó rộng nên mn xem xét chọn size hợp lý nha huhuuuu Hình ảnh mang tchat lấy xu,,normal
18,huynhngocanhboo,"2023-07-25 11:40 | Phân loại hàng: Pennes,M",,,normal
10,hwgny__,"2023-07-30 19:58 | Phân loại hàng: ÁO CROPTOP HOA,M","áo xinh đó mn ui, shop tư vấn size với ship hoả tốc cũng nhiệt tình lắm, nhma áo này ai gầy mặc sẽ trông xinh hơn nha, tui m55 50kg v2 69cm v1 85cm mặc size M oki nè. à mà áo ko có mút ngực đâu nha mng, tuy ko lộ nhưng với giá này tui thấy hơi đắt á 🥲",,normal
20,hy7pm_q7au,"2021-10-01 16:45 | Phân loại hàng: Đen,M",,,normal
17,hylyhyly,"2023-03-29 12:38 | Phân loại hàng: Áo 3 lỗ Đen,L",Cho tay áo quá nhỏ quần ổn hơn áo,,normal
10,i*****y,"2023-06-10 10:36 | Phân loại hàng: ÁO CROPTOP HOA,S",,,normal
7,in.april__,"2019-11-10 16:09 | Phân loại hàng: Set Áo Vest + Quần T,XXL","mình cực kì ưng luôn ý ạ, shop bán đồ thích thật sự luôn. chất vải rất đẹp, tư vấn cho mình rất tận tình 💕",,normal
11,inmykxodt8,2023-07-05 11:30 | Phân loại hàng: Đen - L,quần nặng và sai l siêu to khổng lồ nma cx dài mua quần túi hộp này nên mua loại nhẹ hoen mặc đẹp hơn,,normal
10,iuuu_uchiha_itachi,"2023-06-15 12:57 | Phân loại hàng: ÁO CROPTOP HOA,S",,,normal
18,j*****0,"2024-06-17 11:23 | Phân loại hàng: Hình 5,L",,,normal
4,j*****i,"2023-09-07 10:26 | Phân loại hàng: Chun buộc tóc,XL",,,bot
5,j*****i,"2023-06-03 20:35 | Phân loại hàng: XANH,S",,,bot
6,j*****i,"2023-05-29 19:08 | Phân loại hàng: Xám,S",,,bot
8,j*****i,"2023-06-07 18:37 | Phân loại hàng: Hồng,XXL",,,bot
10,j*****i,"2023-05-18 15:47 | Phân loại hàng: Chun buộc tóc,S",,,bot
10,j*****i,"2023-05-26 07:36 | Phân loại hàng: Chun buộc tóc,S",,,bot
10,j*****i,"2023-05-30 17:43 | Phân loại hàng: Chun buộc tóc,S",,,bot
11,j*****i,2023-05-10 18:11 | Phân loại hàng: Bra Nâu,,,bot
12,j*****i,"2023-05-18 15:47 | Phân loại hàng: 2,S",,,bot
14,j*****i,"2023-05-15 16:17 | Phân loại hàng: Áo Lưới Xám,COMBO 5 ĐÔI VỚ",,,bot
16,j*****i,"2023-05-15 16:17 | Phân loại hàng: Quà tặng,L",,,bot
18,j*****i,"2023-06-03 20:39 | Phân loại hàng: Pumkin,L",,,bot
18,j*****i,"2023-06-03 20:41 | Phân loại hàng: Pumkin,L",,,bot
18,j*****i,"2023-06-07 18:39 | Phân loại hàng: Quà tặng,L",,,bot
19,j*****i,"2023-08-07 18:27 | Phân loại hàng: Đen Dây Rút,S",,,bot
11,j*****y,2023-07-16 22:36 | Phân loại hàng: Xanh Rêu - XL,,,normal
17,jendaduong,"2024-03-07 21:37 | Phân loại hàng: Xám,S","Shop tư vấn nhiệt tình, chọn quần đúng sz. Chất vải dày dặn, mặc lên đứng form. Nhận hàng rất ưng ý",,normal
11,jennavi96,2022-11-01 16:40 | Phân loại hàng: Nâu Rêu - XL,"sản phẩm giống ảnh và mô tả, đóng gói kĩ càng, shop hỗ trợ nhiệt tình",,normal
15,jennymark,2018-05-10 02:02,Shop phục vụ rất tốt Rất đáng tiền,,normal
5,jf6gw44gp3,"2024-06-18 00:59 | Phân loại hàng: XANH,M",Chất liệu: jeanMàu sắc: xanhĐúng với mô tả: đúngQuần đẹp nha mọi người mặc đúng size thì vừa hơn tại from quần khá dài,,normal
11,ji6zwuiqs6,2022-12-31 10:40 | Phân loại hàng: Nâu Rêu - S,Đẹp lắm 1000đ …mình m50 40kg mang size svừa y nha mọi người😘nói chung là nên mua tiền nào của nấy🥰,,normal
4,jillian1114,"2023-10-26 22:28 | Phân loại hàng: Xám Đen,L","Đúng với mô tả: okMàu sắc: okChất liệu: okGiao hàng nhanh, đóng gói đầy đủ, shop tư vấn nhanh, nice, đã mua nhiều lần",,normal
20,jillian1114,"2023-11-15 16:19 | Phân loại hàng: Be,XL",,,normal
13,jljr_100,"2023-04-08 12:42 | Phân loại hàng: 10,S",Sản phẩm good nha chắc chắn ủng hộ shop nữa áo đẹp dầy dặn 😘,,normal
4,junjunoi,"2023-09-05 20:16 | Phân loại hàng: Chun buộc tóc,XL","Màu sắc: xamĐúng với mô tả: đúngChất liệu: vải tâyChất vải đẹp xịn, dày dặn, lên form chuẩn rất đáng tiền nha mọi người. Hàng sẵn nên shop ship nhanh lắm, phục vụ tư vấn cũng rất tốt, nên mua nha mnnn",,normal
8,junjunoi,"2023-05-24 12:30 | Phân loại hàng: Hồng,XXL","Màu sắc: hongĐúng với mô tả: đúngChất liệu: chắc là khakiQuần lên form siêu ưng luôn, kiểu rộng rộng thụng thụng mang với áo crop top là siêu đỉnh luôn. Tui m6 nặng 42kg mang sz S là đẹp luôn. Tìm mãi mới kiếm được shop bán em quần chuẩn form thế này, vải đẹp , đáng đồng tiền nha các bạn ơiiii",,normal
11,k*****.,2023-04-13 02:39 | Phân loại hàng: Xanh Rêu - M,,,normal
12,k*****.,"2023-04-13 02:39 | Phân loại hàng: 7,M",,,normal
4,k*****2,"2023-09-28 18:18 | Phân loại hàng: Xám Đen,M",,,normal
10,k*****4,"2023-07-09 17:27 | Phân loại hàng: QUẦN JEAN NHÚNG,S",,,normal
11,k*****5,2022-12-25 07:38 | Phân loại hàng: Đen - M,,,normal
10,k*****8,"2023-06-01 17:15 | Phân loại hàng: QUẦN JEAN NHÚNG,M",,,normal
13,k*****8,"2023-07-02 10:55 | Phân loại hàng: 5,M",,,normal
17,k*****9,"2022-11-22 10:23 | Phân loại hàng: Đen,S",,,normal
11,k*****_,2022-12-09 12:18 | Phân loại hàng: Nâu Rêu - L,,,normal
6,k*****g,"2024-01-11 21:37 | Phân loại hàng: Quần Jean,XL",,,normal
12,k*****n,"2023-06-01 19:40 | Phân loại hàng: 3,M",,,normal
17,k*****n,"2023-01-09 00:17 | Phân loại hàng: Đen,S",,,normal
17,k*****w,"2022-11-30 14:26 | Phân loại hàng: Đen,M",,,normal
18,k*****w,"2022-11-30 14:26 | Phân loại hàng: 2,S",,,normal
17,k3yl5a_6cg,"2023-06-14 08:18 | Phân loại hàng: Đen,XXL","form quần chuẩn lắm nha, mặc lên ôm form đẹp lắm, 60kg mặc 2XL là đẹp nha, vải mát mặc không bị bí đâu. Đáng tiền",,normal
11,k_lig,2022-08-29 19:59 | Phân loại hàng: M,Đúng với mô tả: cháy hết nuoc chấm mua ngay kẻo tiếc nhess mấy đứa thấy ảnh là biết uy tín òi nhé,,normal
