ID,product_name,price,discount,flex-none src,rating,Number sale
78,TÁCH LẺ ÁO LƯỚI GIẤY KÈM BRA QUẦN SHORT XANH DENIM [ Hàng Có Sẵn Ship Liền ],99.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.5,Đã bán 73
79,QUẦN RÁCH GỐI ĐEN,91.0,-8%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 62
80,QUẦN CỘT DÂY KHAKI HÀNG QUẢNG CHÂU LOẠI 1 CHẤT ĐẸP [ Hàng Có Sẵn ],269.0,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 237
81,QUẦN BÒ ỐNG XUÔNG TÚI XANH ĐẬM [ Hàng có sẵn ],229.0,-24%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.7,Đã bán 44
82,BRA 2 DÂY TRƠN CÓ MÚT NGỰC [ Hàng Có Sẵn ],112.0,-7%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 42
83,CHÂN VÁY TÚI HỘP JEAN DẠNG NGẮN HOT TREND [ Hàng Có Sẵn Ship Liền Hoả Tốc],91.0,-8%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 132
84,QUẦN JEAN ỐNG RỘNG ĐẮP TÚI ĐEN DÀI [ Hàng Có Sẵn Ship Liền ],89.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 368
85,TÁCH SET ÁO + QUẦN JEAN CÓ MỤC CHỌN PHÂN LOẠI [ Hàng Có Sẵn Ship Liền ],89.0,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 193
86,QUẦN SHORT VẢI LƯNG TÂY [ Hàng Có Sẵn ],220.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,5.0,Đã bán 15
87,CHÂN VÁY TÚI HỘP XANH DENIM HÀNG QUẢNG CHÂU FORM CHUẨN XINH [ Hàng Có Sẵn ],85.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.8,Đã bán 60
88,ÁO THUN HOẠT HÌNH NGỘ NGHĨNH [ Hàng có sẵn ],99.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,5.0,Đã bán 42
89,CROPTOP TRƠN,122.0,-36%,,,Đã bán 2
90,QUẦN BÒ ỐNG RỘNG RÁCH TO XANH VÀ ĐEN [ Hàng có sẵn ],99.0,-18%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,5.0,Đã bán 35
91,ÁO KHOÁC LEN THÊU CHỮ R CHẤT DÀY ĐẸP [ Hàng Có Sẵn],99.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 53
92,ÁO GILE BÒ SÁT NÁCH [ Hàng Có Sẵn Ship Liền ],255.0,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.8,Đã bán 100
93,TÚI XÁCH QUAI HỒNG XINH XẮN [ Hàng ORDER 7-10N ],299.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,5.0,Đã bán 6
94,QUẦN CẠP CAO ỐNG RỘNG MÓC GÀI [ Hàng có sẵn ],249.0,-14%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.9,Đã bán 259
95,QUẦN GÂN TĂM XẺ GẤU HÀNG QUẢNG CHÂU DÀY ĐẸP [ Hàng Có Sẵn Ship Liền ],199.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.5,Đã bán 5
96,ÁO CHUI ĐẦU HÀNG CAO CẤP [ Hàng có sẵn ],199.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,5.0,Đã bán 15
97,ÁO KHOÁC GILE JEAN SÁT NÁCH [ Hàng Có Sẵn ],255.0,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.0.0-mr-20240805121008/pc/d7099d3fd1dfdaf705ab.svg,4.8,Đã bán 110
