ID,product_link,product_name,product_price,product_rating,product_sales
12,https://shopee.vn/%C3%81o-ph%C3%B4ng-n%E1%BB%AF-nam-localbrand-CLOUDZY-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-m%C3%A0u-%C4%91en-oversize-LABUBU-i.909107171.25733943799?sp_atk=c6a39899-06fe-4722-a4b3-f21de70ce80a&xptdk=c6a39899-06fe-4722-a4b3-f21de70ce80a,Áo phông nữ nam localbrand CLOUDZY unisex tay lỡ thun form rộng teen cổ tròn màu đen oversize LABUBU,149.0,4.9,Đã bán 352
13,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-AT-%C4%90%C3%81M-M%C3%82Y-CLOUDZY-i.909107171.24055868443?sp_atk=c6a7b577-0a97-4183-8c67-8264b225c0d2&xptdk=c6a7b577-0a97-4183-8c67-8264b225c0d2,Áo thun nữ nam unisex tay lỡ phông local brand form rộng teen cổ tròn oversize AT ĐÁM MÂY CLOUDZY,99.0,4.9,"Đã bán 15,3k"
14,https://shopee.vn/-Ho%C3%A0ng-Ku-%C3%81o-ph%C3%B4ng-n%E1%BB%AF-nam-localbrand-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-cotton-CLOUDZY-CLOUDOG-i.909107171.29251072929?sp_atk=4f062e3b-c5dc-4c92-96b3-71be6fb9d82e&xptdk=4f062e3b-c5dc-4c92-96b3-71be6fb9d82e,[Hoàng Ku] Áo phông nữ nam localbrand unisex tay lỡ thun form rộng teen cổ tròn cotton CLOUDZY CLOUDOG,119.0,4.9,Đã bán 646
15,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-labubu-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-localbrand-form-r%E1%BB%99ng-c%E1%BB%95-tr%C3%B2n-oversize-cotton-CLOUDZY-FARM-i.909107171.27507041150?sp_atk=b3453c88-0ab4-49aa-994a-cdc8fbb5d9cd&xptdk=b3453c88-0ab4-49aa-994a-cdc8fbb5d9cd,Áo thun nữ nam labubu unisex tay lỡ phông localbrand form rộng cổ tròn oversize cotton CLOUDZY FARM,149.0,5.0,Đã bán 9
16,https://shopee.vn/%C3%81o-ph%C3%B4ng-nam-n%E1%BB%AF-unisex-tay-l%E1%BB%A1-AT-TR%C6%A0N-CLOUDZY-thun-form-r%E1%BB%99ng-local-brand-teen-c%E1%BB%95-tr%C3%B2n-oversizecotton-i.909107171.21873515253?sp_atk=e17b609d-729e-42f0-872f-697da4e6950f&xptdk=e17b609d-729e-42f0-872f-697da4e6950f,Áo phông nam nữ unisex tay lỡ AT TRƠN CLOUDZY thun form rộng local brand teen cổ tròn oversizecotton,119.0,4.8,"Đã bán 10,6k"
17,https://shopee.vn/-Ho%C3%A0ng-Ku-%C3%81o-ph%C3%B4ng-n%E1%BB%AF-nam-localbrand-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-c%E1%BB%95-tr%C3%B2n-oversize-CLOUDZY-WHITE-BUNNY-i.909107171.29501064249?sp_atk=28905727-0dcf-40c5-9d0d-85c430b31e44&xptdk=28905727-0dcf-40c5-9d0d-85c430b31e44,[Hoàng Ku] Áo phông nữ nam localbrand unisex tay lỡ thun form rộng cổ tròn oversize CLOUDZY WHITE BUNNY,149.0,4.8,Đã bán 666
18,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-Cloudzy-local-brand-tr%E1%BA%AFng-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-AT-CAPY-BARA-i.909107171.22090094663?sp_atk=5d905e47-15b8-4852-a7b3-a7f8aee87b47&xptdk=5d905e47-15b8-4852-a7b3-a7f8aee87b47,Áo thun nữ nam unisex tay lỡ Cloudzy local brand trắng form rộng teen cổ tròn oversize AT CAPY BARA,149.0,4.9,Đã bán 844
19,https://shopee.vn/%C3%81o-ph%C3%B4ng-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-local-brand-teen-c%E1%BB%95-tr%C3%B2n-oversize-cotton-cao-c%E1%BA%A5p-MEOW-i.909107171.21596430172?sp_atk=76142eeb-d8d7-441d-81b7-48793d006a72&xptdk=76142eeb-d8d7-441d-81b7-48793d006a72,Áo phông nữ nam unisex tay lỡ thun form rộng local brand teen cổ tròn oversize cotton cao cấp MEOW,119.0,4.9,"Đã bán 1,3k"
20,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-CLOUDZY-BE-LOVED-i.909107171.21874054613?sp_atk=1640693d-0fdd-43a8-87fa-ee5d22d641f2&xptdk=1640693d-0fdd-43a8-87fa-ee5d22d641f2,Áo thun nữ nam unisex tay lỡ phông local brand form rộng teen cổ tròn oversize CLOUDZY BE LOVED,129.0,4.8,"Đã bán 6,7k"
21,https://shopee.vn/%C3%81o-ph%C3%B4ng-local-brand-nam-n%E1%BB%AF-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-cotton-CLOUDZY-CRAYON-i.909107171.21273018323?sp_atk=283d4792-d946-47ea-89cc-ab9a0c0fd7f8&xptdk=283d4792-d946-47ea-89cc-ab9a0c0fd7f8,Áo phông local brand nam nữ unisex tay lỡ thun form rộng teen cổ tròn oversize cotton CLOUDZY CRAYON,129.0,4.9,"Đã bán 51,4k"
22,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-cotton-tr%E1%BA%AFng-TAKE-ME-i.909107171.24373173235?sp_atk=a77c0173-13db-46e0-b7e9-8b35c22111c0&xptdk=a77c0173-13db-46e0-b7e9-8b35c22111c0,Áo thun nữ nam unisex tay lỡ phông local brand form rộng teen cổ tròn oversize cotton trắng TAKE ME,139.0,4.9,Đã bán 678
23,https://shopee.vn/%C3%81o-ph%C3%B4ng-tay-l%E1%BB%A1-n%E1%BB%AF-nam-localbrand-unisex-thun-form-r%E1%BB%99ng-c%E1%BB%95-tr%C3%B2n-oversize-cotton-CLOUDZY-WALKING-DUCK-i.909107171.28351788022?sp_atk=bf02c27f-2b8c-4837-bd21-3ac505faa76f&xptdk=bf02c27f-2b8c-4837-bd21-3ac505faa76f,Áo phông tay lỡ nữ nam localbrand unisex thun form rộng cổ tròn oversize cotton CLOUDZY WALKING DUCK,129.0,4.9,Đã bán 201
24,https://shopee.vn/%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-cotton-tr%E1%BA%AFng-AT-SHARK-i.909107171.24076088780?sp_atk=c77d7020-269c-4eb7-bd70-215f116083b8&xptdk=c77d7020-269c-4eb7-bd70-215f116083b8,Áo thun nữ nam unisex tay lỡ phông local brand form rộng teen cổ tròn oversize cotton trắng AT SHARK,159.0,4.8,Đã bán 784
25,https://shopee.vn/%C3%81o-thun-nam-n%E1%BB%AF-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-c%E1%BB%95-tr%C3%B2n-oversize-tr%E1%BA%AFng-CLOUDZY-AT-SCHOOL-i.909107171.25717783647?sp_atk=d34f9244-a286-42fa-a10b-746d7ddd7b08&xptdk=d34f9244-a286-42fa-a10b-746d7ddd7b08,Áo thun nam nữ unisex tay lỡ phông local brand form rộng cổ tròn oversize trắng CLOUDZY AT SCHOOL,139.0,4.9,"Đã bán 1,2k"
26,https://shopee.vn/%C3%81o-thun-nam-n%E1%BB%AF-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-local-brand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-CLOUDZY-DARK-i.909107171.25184134518?sp_atk=794c09ed-9f1c-4552-8d96-3f5cad206d4d&xptdk=794c09ed-9f1c-4552-8d96-3f5cad206d4d,Áo thun nam nữ unisex tay lỡ phông local brand form rộng teen cổ tròn oversize CLOUDZY DARK,139.0,5.0,Đã bán 27
27,https://shopee.vn/%C3%81o-ph%C3%B4ng-nam-n%E1%BB%AF-unisex-tay-l%E1%BB%A1-thun-form-r%E1%BB%99ng-local-brand-teen-c%E1%BB%95-tr%C3%B2n-oversize-cotton-CLOUDZY-INK-i.909107171.22223490028?sp_atk=b8de4ec2-a262-45c9-8ec1-ebd5378d3618&xptdk=b8de4ec2-a262-45c9-8ec1-ebd5378d3618,Áo phông nam nữ unisex tay lỡ thun form rộng local brand teen cổ tròn oversize cotton  CLOUDZY INK,129.0,4.8,"Đã bán 3,8k"
28,https://shopee.vn/%C3%81o-thun-baby-tee-ph%C3%B4ng-tr%C6%A1n-c%E1%BB%99c-tay-n%E1%BB%AF-local-brand-c%E1%BB%95-tr%C3%B2n-body-cotton-co-gi%C3%A3n-tr%E1%BA%AFng-%C4%91en-BBT-TULIP-i.909107171.25278648656?sp_atk=843d0cf2-fbe1-4695-bae1-9a4862c53277&xptdk=843d0cf2-fbe1-4695-bae1-9a4862c53277,Áo thun baby tee phông trơn cộc tay nữ local brand cổ tròn body cotton co giãn trắng đen BBT TULIP,99.0,4.9,Đã bán 269
29,https://shopee.vn/%C3%81o-thun-tay-l%E1%BB%A1-n%E1%BB%AF-nam-localbrand-CLOUDZY-unisex-ph%C3%B4ng-form-r%E1%BB%99ng-c%E1%BB%95-tr%C3%B2n-%C4%91en-oversize-cotton-PRESSURE-i.909107171.24131688768?sp_atk=796142bd-c44b-47e8-8b37-30c2e8b5f4b4&xptdk=796142bd-c44b-47e8-8b37-30c2e8b5f4b4,Áo thun tay lỡ nữ nam localbrand CLOUDZY unisex phông form rộng cổ tròn đen oversize cotton PRESSURE,139.0,4.9,Đã bán 394
30,https://shopee.vn/-Ho%C3%A0ng-Ku-%C3%81o-thun-n%E1%BB%AF-nam-unisex-tay-l%E1%BB%A1-ph%C3%B4ng-localbrand-form-r%E1%BB%99ng-teen-c%E1%BB%95-tr%C3%B2n-oversize-CLOUDZY-AT-BUNNY-i.909107171.29901071956?sp_atk=815be310-9eb8-40fe-ac5b-7edd7b6aba40&xptdk=815be310-9eb8-40fe-ac5b-7edd7b6aba40,[Hoàng Ku] Áo thun nữ nam unisex tay lỡ phông localbrand form rộng teen cổ tròn oversize CLOUDZY AT BUNNY,149.0,4.9,Đã bán 557
