ID,User,rating,date,review,type
1,chinhh_156,5,"2021-11-27 00:24 | Phân loại hàng: Trắng,M","mình hơi buồn vì size M kh như ý muốn :((( Nó hơi ôm với thân hình mình xíu :(((( Nhưng mà chất lương vải ok nên mua nha mn ai muốn mặc from rộng nên mua size L, size dành cho người 1m60 trở xuống th 🥲 0:10 9báo cáo",normal
1,lmu128,5,"2021-12-22 10:29 | Phân loại hàng: Đen,M",từ hình in đến chất vải đều okee cách shop đóng gói sp mjk rất thícc 1báo cáo,normal
1,nn10xch,5,"2022-05-18 23:29 | Phân loại hàng: Trắng,L","Chất áo không nóng nè, ổn so với giá, áo như ảnh, mình m6 mặc L gần qua mông nhá, nch nên mua nè 0:41 1báo cáo",normal
1,alida_kim48,5,"2022-02-27 12:02 | Phân loại hàng: Trắng,M",Áo ở ngoài nhìn đẹp. Đúng form. Chất vải và hình in đẹp lắm mn ạ. Box card và túi đựng áo rất xịn xò,normal
1,tranngockhanhduong,5,"2021-11-25 12:20 | Phân loại hàng: Đen,M",Áo xinh với giá này mà vải quá tuyệt vời luôn hình in xịn xò mọi người nên mu nha 0:35 1báo cáo,normal
1,dinocaurs,5,"2022-01-21 21:54 | Phân loại hàng: Đen,L","Lúc đầu giao đến hộp hơi móp méo sợ bên trong nó bị sao nhưng mở ra hàng đc sắp xếp gọn gàng,đẹp. Chất liệu thì khỏi bàn luôn giá vừa rẻ vừa đẹp,vải dầy dặn,áo from đúng mẫu. Tóm lại rất ưng nên cho 5 sao . Nên mua thử nha mn 0:11 1báo cáo",normal
1,Người dùng Shopee,5,"2022-05-22 11:08 | Phân loại hàng: Đen,M",Áo đẹp lắm nha mọi người vải chắc chắn k bao giờ xù luôn lên from cực đẹp nhaaa m 50 mặc 0:11,bot
1,trang_linh2509,5,"2022-07-20 19:03 | Phân loại hàng: Đen,L","Đẹp lắm mng. Giao hàng nhanh , chất đẹp . Hình in rõ nét . Rất đáng tiền . Nên mua nha 1báo cáo",normal
1,huongngyn1810,5,"2022-06-17 10:57 | Phân loại hàng: Đen,M","Chất liệu: vải cotton co dãnMàu sắc: đenĐúng với mô tả: in hình sắc nétMình m53 47kg size M mặc đến ngang mông,ai muốn mặc rộng thì mua size L nhee,hình ảnh mang tính minh hoạ hoi nha,tại mình giặt áo rồi quên ch chụp 😂2báo cáo",normal
1,duyen200305,5,"2022-09-08 14:12 | Phân loại hàng: Trắng,S",,normal
1,2*****p,5,"2022-11-08 14:12 | Phân loại hàng: Trắng,L","Chất liệu: totMàu sắc: depĐúng với mô tả: vải đẹpĐã nhận được hàng, shop giao hàng nhanh, vải đẹp, hình in trên áo đẹp, sẽ ủng hộ tiếp!!!!!!!!!!!!!!!!!!",normal
1,minhtrannggp,5,"2022-01-11 20:24 | Phân loại hàng: Đen,M","vải áo dày, mịn, nhưng đằng sau hình in có những viền sọc mờ (nếu nhìn kĩ sẽ thấy ạ) shop ship nhanh nhưng mình nghĩ shop nên có thêm 1 cái túi bọc ở ngoài hộp khi giao hàng vì khi khi shipper giao tới hộp của mình bị móp méo tả tơi :(( 0:08",normal
1,lehoangduckien,5,"2022-05-29 21:12 | Phân loại hàng: Đen,M","Fom chuẩn , mẫu mã đẹp , đa dạng , hình in sắc nét , nhưng có vẻ mặc hơi nóng , ủng hộ shop 5 sao về chất lượng, giao hàng nhanh lắm mn nên thử nhé 0:21 1báo cáo",normal
1,xuntinu,5,"2022-04-29 12:40 | Phân loại hàng: Đen,M","ÁO RẤT ĐẸP VẢI CÒN XỊN NX , GIAO HÀNG RẤT NHANH TRONG VÒNG 2 NGÀY HÀNG ĐÃ VỀ RỒI , TÔI RẤT THÍCH , CÁC BN NHANH MUA ĐI KẺO HẾT",normal
1,p*****6,5,"2022-06-01 20:04 | Phân loại hàng: Đen,L","Chất liệu: tốtMàu sắc: đẹpÁo đẹp lắm nha mọi ngườiiiiii8ii, nên mua nhéeeeeeee 0:13",normal
1,l*****0,5,"2021-12-28 18:58 | Phân loại hàng: Đen,M",Áo đỉnh lắm nha mn 1báo cáo,normal
1,a*****6,5,"2021-11-26 16:43 | Phân loại hàng: Trắng,M","Xinh nhưng vải hơi thô, mình m73 55kg mặc vừa, bạn nào mặc rộng thì mua hơn 1 sz nha. Áo mỏng nên bạn nào mua thì cân nhắc 1 xíu. Đóng gói kĩ ạ, có card dth lắm nha. 0:33",normal
1,aprua84ejc,5,"2022-01-11 12:50 | Phân loại hàng: Đen,L","Hàng đẹp, giao đúng hàng, mọi người nên mua nha, đáng tiền nha mọi người🥰 0:04",normal
1,anhnghe112,5,"2021-11-25 13:19 | Phân loại hàng: Đen,L",Chất áo okie Mỗi tội size số k chuẩn mua L cho ck hơn 70kg 1m8 nhưng mặc như váy 🤣🤣 Các bạn lên lưu ý size nhé Shop nhiệt tình 0:05 2báo cáo,normal
1,nngocmaiii1912,5,"2022-04-13 21:59 | Phân loại hàng: Đen,M",vải đẹp ok . Giao hàng lâu áo hơi dơ mong shop cải thiện .Sẽ ủng hộ shop lâu dài,normal
1,ndwuinn._,5,"2022-05-08 09:39 | Phân loại hàng: Đen,M","hình ảnh mang tính chất minh họa vải êm lắm, có đều mặc hơi nóng cũm tạm ổn. đáng mua",normal
1,thiennhalam,5,"2022-12-26 23:40 | Phân loại hàng: Trắng,L","Chất liệu: vải hơi mỏng, dễ nhănGiao đúng mẫu, đúng size, cái hoạ tiết xinhhh vãi ò 0:06",normal
1,d*****i,5,"2023-02-22 13:08 | Phân loại hàng: Đen,M",Chất liệu: vảiMàu sắc: đneĐúng với mô tả: Đúngmai e đi lm e k có xe giao ngay tại thị trường Việt Nam với giá tiền cho em xin địa chỉ lát em,normal
1,Người dùng Shopee,5,"2021-08-13 16:36 | Phân loại hàng: Trắng,L",Chết siêuuu đẹp lunnn ý ❤ nhãn in chất lượng giao hàng siêuu nhanh mn nên mua nhé ❤ 0:18,bot
1,anhngoc087,5,"2022-02-13 17:58 | Phân loại hàng: Đen,L",Vừa mua giá 189 song shop giảm xuông 149 nc là hơi bùn. Hộp hơi móp méo nhma áo xịn đẹp 0:34,normal
1,rid0810,5,"2022-03-12 12:30 | Phân loại hàng: Đen,L","Lần đầu mua áo bên shop, em đặt cho người yêu, hình bên shop rất ok, chất liệu in cũng tốt, săn đúng đợt sale nữa. Lần sau vẫn tiếp tục ủng hộ shop ạ 😘 0:06",normal
1,linhquan698,5,"2023-05-05 06:16 | Phân loại hàng: Đen,L",Đúng với mô tả: ₫gChất liệu: cottonMàu sắc: đenáo đẹp vãi òòò chất vãi cũng rất xịn in hình rất đẹp hình có sát vào áo chứ ko như các áo khác 10 điểm cho sự hoàn chỉnh này ☺️,normal
1,anhthu_97,5,"2022-01-09 23:31 | Phân loại hàng: Đen,L",Đóng gói cẩn thận. Giao hàng nhanh áo đẹp nói chung k gì để bản cải rất ưng lun ạ 0:07,normal
1,phanlinhh2712,5,"2021-10-14 11:09 | Phân loại hàng: Đen,L",Áo đẹp giao nhanh shopee oke Hdosoaoak n n koapapaplzlxlxllxlxps N nxkzlapappapwpwk nck l ppapalm m 0:05,normal
1,tuongvydangiu,5,"2021-09-08 18:08 | Phân loại hàng: Đen,L",Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,normal
1,n*****8,5,"2022-05-14 22:56 | Phân loại hàng: Đen,L","Áo đẹp, vải dày dặn, hình in rõ nét, giá hợp lí lắm luôn, sẽ ủng hộ shop tiếp ạ 0:05",bot
1,linhchichi3009,5,"2022-08-05 14:35 | Phân loại hàng: Trắng,S",Giao hàng nhanh Săn sale giá rẻ chút Chất lượng ổn Sẽ ủng họp shop thêm 0:051báo cáo,normal
1,maiptrinh,5,"2022-01-23 12:45 | Phân loại hàng: Đen,M",Áo thun hàng xịn săn sale còn nữa giá nên rẻ chất vải tốt kh còn gì để bàn đóng gói kĩ rất thích ạ,normal
1,h*****5,5,"2024-01-18 23:29 | Phân loại hàng: Trắng,L",Chất liệu: ổn thôiMàu sắc: màu như hìnhĐúng với mô tả: giống hìnhCá nhân mình thấy vải mỏng ....,normal
1,yenvo112004,5,"2022-05-16 12:18 | Phân loại hàng: Đen,L",Áo đẹp giao hàng nhàng hơn t cũng dị ứng dụng khác đi em đi học về 0:32,normal
1,maiphuong.1428,5,"2022-06-24 12:03 | Phân loại hàng: Đen,M","Shop giao hàng nhanh, áo dày dặn, chất đẹp sẽ uungr hộ shop tiếp",normal
1,nguyennhuhuyen1712,5,"2022-02-06 20:39 | Phân loại hàng: Trắng,L","em mua tặng mẹ mà mẹ với em ở xa nên em k có ảnh, mẹ khen vải đẹp, hình in đẹp, em có mua 1 lần r chất lượng ổn áp mọi ng nhe",normal
1,linhtruc663,5,"2022-02-28 20:50 | Phân loại hàng: Trắng,L",Áo đẹp lắm mn đóng gói đẹp Mình 1m63 mặc L trùm mông nói chung rộng nhiều á Hình ảnh chỉ mang tch nhận xu,normal
1,thaonhimm99,5,"2022-08-13 16:31 | Phân loại hàng: Đen,S",Lần này săn sale được rẻ ghê á.. thích áo ở shop ghê í. Mong sẽ có thêm nhiều mẫu mới 0:05,normal
1,l*****i,5,"2022-04-04 20:47 | Phân loại hàng: Đen,L","áo đẹp lắm luôn, giá hợp lí local brand dsjsksksjsndnsjsjsa 0:05",normal
1,b*****g,5,"2021-11-19 16:59 | Phân loại hàng: Đen,L","áo form đẹp lắm nhaaa shop gói hàng kĩ và dễ unbox, tặng thêm tấm card siu đáng iu 0:07",normal
1,k*****e,5,"2022-07-24 21:15 | Phân loại hàng: Đen,S","Chất liệu: cOttonMàu sắc: đenĐúng với mô tả: đúng mô tảChất áo tuyệt vời nha, dày dặn mà mặc lại mát, hy vọng dùng đc lâu một chút. Hình in cũng đc lâu trôi",normal
1,ng.ngoc03,5,"2022-05-06 11:37 | Phân loại hàng: Đen,M","Áo chất dày dặn, tem mác đẹp. Nhưng màu áo lên ảnh đen mà nhìn ngoài cảm giác hơi bạc, hình in trắng mà nó cũng xanh xanh luôn 😿 điểm trừ là không có tem ống tay và đuôi áo với mình mua cũng k thấy có hộp. Nói chung với giá này k đòi hỏi quá cao, nói chung cũng oke 0:10",normal
1,a*****_,5,"2021-06-23 15:33 | Phân loại hàng: Đen,M","Mình rất thích cách gói hàng bên shop . siêu dễ thương vs gói kĩ luôn á . chất áo đẹp nhưng mặc mùa này với mình thì hơi nóng . size áo vừa đủ nhưng mình thì thích mặc rộng . nch hàng ổn,shop dth sẽ ủng hộ nhiều 0:11 1báo cáo",normal
1,c*****2,5,"2021-10-30 16:48 | Phân loại hàng: Đen,S","Form áo đẹp, vải mịn, hình in rõ ràng, không có chỉ thừa, đóng gói hoàn chỉnh 0:04",bot
1,l*****9,5,"2022-07-09 11:17 | Phân loại hàng: Đen,M",Chất liệu: cHất vải khá đẹpHình in siêu đẹp giao hàng hơi lâu so với đơn trong nước nhưng bù lại đc cái chất lượng 0:09,bot
1,dinhbao32009,5,"2023-06-23 19:20 | Phân loại hàng: Đen,L",Hàng đẹp giao hàng nhanh sẽ ủng hộ shop nhiều :))),normal
1,dongtruc9499,5,"2023-02-10 13:37 | Phân loại hàng: Trắng,S",Áo xinh chất cotton mặc mát Hình ảnh mang tính chất tốn pate :(( 0:10,normal
1,khanhducquach,5,"2022-04-01 18:34 | Phân loại hàng: Đen,L",Giao hàng nhanh ạ. Áo đẹp ạ độ dày của vải vừa phải ko mỏng cũng ko dày quá. Hình in rất đẹp ạ. Đóng gói đẹp hộp rùi túi ạ nhưng hộp hơi bị biến dạng ạ. Nói chung là tuyệt ạ😍,normal
1,uyenuyenbg93,5,"2022-05-17 12:15 | Phân loại hàng: Đen,M",Hàng như hình áo xinh lắm đã mua mấy lần ở shop đều rất ưng heheeeee 0:06,normal
1,tutrinhquangdai,5,"2021-12-20 13:09 | Phân loại hàng: Đen,L","áo thun co giản , mát , tư vấn nhiệt tình nữa , tuyệt lắm mng nên mua nha",normal
1,ryudeeptry,5,"2022-08-14 23:56 | Phân loại hàng: Đen,M","chat luong san pham tuyet voi, dong goi san pham rat dep, phuc vu tot",normal
1,h*****2,5,"2022-02-21 13:16 | Phân loại hàng: Đen,M",Áo đẹp Vải ok Mình cao 1m58 54 cân mặc size m okla nha1báo cáo,bot
1,phuongminhthanh,5,"2021-11-02 00:28 | Phân loại hàng: Đen,L",Dịch nhưng giao hàng cũng nhanh. Áo khá ổn chỉ tiếc phần cổ hơi to 0:101báo cáo,normal
1,lananhphung09012008,5,"2021-07-06 17:52 | Phân loại hàng: Đen,M","Gói rất kĩ ạ kèm theo sticker cute lắm luôn, vải êm rất đẹp, chữ đính chắc nữa, mn nên mua nha🥰",normal
1,bunbonbum,5,"2021-11-28 12:16 | Phân loại hàng: Đen,L",Hàng về khá nhanh khi về hàng do vận chuyện hộp hơi méo mó xíu nhưng vẫn khonongg sao. Mình cảm thấy tay áo cử bên shop có vẻ hơi ngắn chắc do from nó vậy . nói chung hàng ổn so với giá đoa chất lượng oke ... 0:281báo cáo,normal
1,n*****0,5,"2021-10-22 13:00 | Phân loại hàng: Đen,M",Áo khá đẹp phần chỗ in bị hơi lỗiii 1 xíuuuu vải k co dãnn mặc hơi nóngggg đường kim mũi chỉ thì oke 0:07,bot
1,y*****4,5,"2022-01-13 17:37 | Phân loại hàng: Trắng,L","áo đẹp, hình in rõ đẹp rất là thíchh luôn ạ , đóng gói chất lượng cho shop 10 điểm",normal
1,kimxuuen0000,5,"2021-11-26 09:55 | Phân loại hàng: Đen,M","Áo font lên chuẩn from dáng, đúng size, do dịch nên giao hàng lâu một xíu 0:05",normal
1,h*****8,5,"2021-10-12 14:13 | Phân loại hàng: Đen,S",,normal
1,b*****n,5,"2022-05-25 10:04 | Phân loại hàng: Đen,L","Giao hàng siu nhanh, vải dày dặn, đẹp 😘🥰 rất hài lòng với sản phẩm 😻 0:04",normal
1,l*****6,5,"2022-05-19 11:21 | Phân loại hàng: Đen,M","Áo xinh nha, shop nhiệt tình, hàng giao nhanh lắm luôn, chưa có dịp chụp mình để tạm nhé.1báo cáo",normal
1,trvothanhloan,5,"2023-07-25 10:28 | Phân loại hàng: Trắng,L",Màu sắc: trắngĐúng với mô tả: 100%Chất liệu: tốt1000 điểm khỏi ns nhìuuu🫶🏻,normal
1,euvfdujb4687,5,"2022-02-23 13:03 | Phân loại hàng: Trắng,M",Chất lượng sản phẩm tốt nên mua nha mọi người hihihi giao hàng tốt,normal
1,b*****5,5,"2022-05-12 19:14 | Phân loại hàng: Trắng,M",Nên mua nha mnnnnn áo khá đẹp giá hợp lí M vs L k chênh nhau mấy nên rộng thì size to nha 0:04,bot
1,phngquyn122,5,"2023-05-26 14:24 | Phân loại hàng: Trắng,S","Đúng với mô tả: vừa vặn, mặc thoải mái, giao hàng nhanh, shipper thân thiện.Chất liệu: ko biếtMàu sắc: đen",normal
1,nnhyykgaru_,5,"2023-07-04 13:11 | Phân loại hàng: Đen,L",áo xinhh lắm giao còn nhanh nữa nchung 10đ nhe,normal
1,ducvinh980917,5,"2022-01-29 17:19 | Phân loại hàng: Trắng,L","Vải đẹp, không có chỉ thừa,giao hàng nhanh, nhưng áo giao bị lộn size",normal
1,dothilan09042004,5,"2022-05-02 22:30 | Phân loại hàng: Trắng,L",Áo đẹp lắm nha chất ok hình in thì tuyệt đỉnh luôn không có gì để chê luôn nhaaa,normal
1,b*****2,5,"2022-11-08 12:11 | Phân loại hàng: Đen,L",Chất liệu: mátMàu sắc: như hình nhaĐúng với mô tả: đẹp sắc nétGiao nhanh lắm nha,bot
1,duythaogdfbh,5,"2022-05-17 18:19 | Phân loại hàng: Đen,M","Chất vải cũng được, có vẻ mặt cũng mát, giao hàng siêu nhanh, ổn nha 0:04",normal
1,lechungthuy1999,5,"2023-03-23 13:12 | Phân loại hàng: Đen,M","hàng đẹp lắm ạaa, giống mẫu, chất lượng, giao hàng khá nhanh 0:06",normal
1,d3ajkkbaij,5,"2021-12-29 18:30 | Phân loại hàng: Đen,L",Áo rất đẹp shop làm hộp đưng nhăn cho người mua chưng bài,normal
1,linhthy657,5,"2021-12-08 14:20 | Phân loại hàng: Đen,L",,normal
1,dungthydung250,5,"2022-06-09 14:00 | Phân loại hàng: Đen,M","Màu sắc: đen, MSạo áo của mình ko có lô gô trên cánh tay như trên hình ạ 0:31",normal
1,lekhanhhuyen3499,5,"2023-04-02 23:04 | Phân loại hàng: Đen,S","1m55 size M mặc nganh mông cực kì xinh, chất vải dày dặn không bị mỏng",normal
1,thanhlong02468,5,"2021-11-04 12:39 | Phân loại hàng: Trắng,M",Áo hơi rộng.nhưng bù lại chất vải đẹp tốt oki1báo cáo,normal
1,n*****8,5,"2021-11-26 07:28 | Phân loại hàng: Đen,M",Vì mua quà cho bạn nên mình ko lấy áo ra nhưng mà mình sờ vô thấy vãi đẹp hình in chất lượng. 0:08,bot
1,p*****p,5,"2022-04-08 07:39 | Phân loại hàng: Đen,S","giao hàng nhanh, áo dth lắm, vừa i, sẽ quay lại ủng hộ tiếp nh hihi",normal
1,eva.uyenn,5,"2023-05-09 11:27 | Phân loại hàng: Đen,L","Đúng với mô tả: okÁo okela lắm á, đáng đồng tiền ah. Mn nên mua nhé. 😘😘😘😘☺️🍦☺️☺️☺️☺️ 0:07",normal
1,hangpham67,5,"2021-12-18 16:54 | Phân loại hàng: Đen,S",Rất tuyệt Mọi người nên mua áo về mặc nhá Chất lượng vải rất tốt,normal
1,phamthilinhchi3009,5,"2022-06-06 12:09 | Phân loại hàng: Trắng,M","Áo đẹp hình in sắc nét , mọi người nên thử ạ",normal
1,phuongthao_1.2.3,5,"2022-07-13 08:04 | Phân loại hàng: Đen,M","Chất liệu: dày dặnMàu sắc: đẹpĐúng với mô tả: okTuyệt, nhưng cái mũ xanh lá cây cảm giác nó cũ á, cái cài đằng sau bị gỉ vs nó k trơn tru như cái xanh nc biển 0:07",normal
1,zanzan_0204,5,"2022-04-04 17:51 | Phân loại hàng: Đen,L","áo đẹp lắm ạ, nma giao hơi lâu 🥲, vải chất lượng, hình in rất đẹp, nma size L em 60kg mặc vừa chứ k rộng lắm, mong shop ra size xl ạ, để mặc được thoải mái hơn 😞",normal
1,Người dùng Shopee,5,"2022-05-26 07:08 | Phân loại hàng: Đen,M",Áo đẹp lắm nha hình in đẹp với giá tiền này thì không đòi hỏi gì thêm,bot
1,huyenmin281,5,"2021-11-23 15:12 | Phân loại hàng: Đen,L","Không có gì để chê luôn. Chất vải đẹp, không chỉ thừa. Rất đáng mua ☺️ 0:08",normal
1,huongg.97,5,"2022-04-27 11:56 | Phân loại hàng: Trắng,L","Mua 1 lần xong thích lại mua lần 2. Áo nchung là k chê mấy, chất hơi dày xíu thôi nhưng mình thích thế nó đứng form áo. 0:07",normal
1,ntrang810,5,"2022-07-10 15:55 | Phân loại hàng: Đen,L",Áo đẹp vải mịn hợp túi xiền nha,normal
1,__anhduong___,5,"2023-04-09 14:07 | Phân loại hàng: Trắng,L","Chất liệu: vảiMàu sắc: trắngHình ảnh và vid ko lquan. Áo oke nha mn chất vải ở mức ổn, hình in đẹp",normal
1,k*****7,5,"2022-10-30 11:22 | Phân loại hàng: Trắng,M","Chất liệu: cotton 98% co dãn 2 chiều chất lượng lắm ạÁo đẹp, form rộng có điều phải giặt tay hơi cực :)) 0:04",normal
1,nguynnh832,5,"2022-05-27 20:41 | Phân loại hàng: Trắng,L","Chất liệu: cottonMàu sắc: trắngVải oke phù hợp với giá tiền. Hơi buồn vì shop không còn để tag trên tay áo. Giao hàng nhanh, shipper thân thiện",normal
1,Người dùng Shopee,5,"2021-12-22 13:18 | Phân loại hàng: Trắng,S",áo siu xinh vải đẹp,bot
1,ngcanhdng449,5,"2022-10-19 15:29 | Phân loại hàng: Trắng,M",Chất liệu: ko mỏng đâu mặc mátMàu sắc: trắngXinh màu trắng ko bị mỏng mặc xinh,normal
1,giathao_25,5,"2021-11-18 12:22 | Phân loại hàng: Trắng,S",Áo đẹp m54 chùm mông nha mn âhusiodrnemdkdkdokxxoxo 0:04,normal
1,Người dùng Shopee,5,"2022-01-02 18:05 | Phân loại hàng: Đen,L",Shop đóng gói sp rất chắc chắn nhưng hộp lại bị móp vài chỗ có thể là do bên giao hàng. Áo đẹp hình in khá lớn nên hơi bí khi mặc. Shop phục vị có tâm sẽ quay lại vào một ngày ko xa 0:22,bot
1,anhkhoavo563,5,"2022-12-03 19:57 | Phân loại hàng: Đen,M","Chất liệu: tốtMàu sắc: đenĐúng với mô tả: đúngÁo rất đẹp, vừa khít đóng gói cũng đẹp mn nên mua..",normal
1,l*****5,5,"2023-07-20 22:51 | Phân loại hàng: Đen,M","áo in đẹp, size chuẩn, chất vải tốt",bot
1,nguyenan111000,5,"2022-07-22 10:38 | Phân loại hàng: Đen,M","Chất vải phải gọi là quá xịn luôn, hợp lý giá tiền",normal
1,anhdaden2006,5,"2022-05-08 15:28 | Phân loại hàng: Trắng,M",không có gì để chê cả áo rất đẹp lần sau sẽ ủng hộ shop nhiều hơn,normal
1,n*****_,5,"2022-06-21 11:48 | Phân loại hàng: Trắng,M","áo có 1 vết bẩn nhỏ nhỏ ở đằng sau, nhưng mà không sao giặt vẫn ra 0:21",normal
1,quan522005,5,"2021-08-27 19:09 | Phân loại hàng: Trắng,M","Giao hàng nhanh,hàng chất lượng",normal
1,t*****h,5,"2022-01-04 16:59 | Phân loại hàng: Đen,L",Bao ưng luôn vải ok cực mn nên mua nhaaa,bot
1,thuyduong13062001,5,"2021-11-22 12:44 | Phân loại hàng: Đen,L","Vải đẹp, chất lượng, giao hàng nhanh, đóng gói kĩ nữa. Sẽ ủng hộ lại. Hình ảnh mang tính chất minh họa thôi nha",normal
1,_4th.10,5,"2021-12-28 14:24 | Phân loại hàng: Đen,M","Giao nhanh, áo vải rất đẹp, đóng gói hàng kĩ, nên mua ạ........",normal
