ID,User,rating,date,review
1,yenvo112004,5 Sao (585),"2022-05-16 12:18 | Phân loại hàng: Đen,L","yenvo1120042022-05-16 12:18 | Phân loại hàng: Đen,LÁo đẹp giao hàng nhàng hơn t cũng dị ứng dụng khác đi em đi học về 0:32hữu ích?báo cáo"
1,maiphuong.1428,5 Sao (585),"2022-06-24 12:03 | Phân loại hàng: Đen,M","maiphuong.14282022-06-24 12:03 | Phân loại hàng: Đen,MShop giao hàng nhanh, áo dày dặn, chất đẹp sẽ uungr hộ shop tiếp hữu ích?báo cáo"
1,nguyennhuhuyen1712,5 Sao (585),"2022-02-06 20:39 | Phân loại hàng: Trắng,L","nguyennhuhuyen17122022-02-06 20:39 | Phân loại hàng: Trắng,Lem mua tặng mẹ mà mẹ với em ở xa nên em k có ảnh, mẹ khen vải đẹp, hình in đẹp, em có mua 1 lần r chất lượng ổn áp mọi ng nhehữu ích?báo cáo"
1,linhtruc663,5 Sao (585),"2022-02-28 20:50 | Phân loại hàng: Trắng,L","linhtruc6632022-02-28 20:50 | Phân loại hàng: Trắng,LÁo đẹp lắm mn đóng gói đẹp  Mình 1m63 mặc L trùm mông nói chung rộng nhiều á  Hình ảnh chỉ mang tch nhận xu hữu ích?báo cáo"
1,thaonhimm99,5 Sao (585),"2022-08-13 16:31 | Phân loại hàng: Đen,S","thaonhimm992022-08-13 16:31 | Phân loại hàng: Đen,SLần này săn sale được rẻ ghê á.. thích áo ở shop ghê í. Mong sẽ có thêm nhiều mẫu mới 0:05 hữu ích?báo cáo"
1,l*****i,5 Sao (585),"2022-04-04 20:47 | Phân loại hàng: Đen,L","l*****i2022-04-04 20:47 | Phân loại hàng: Đen,Láo đẹp lắm luôn, giá hợp lí local brand dsjsksksjsndnsjsjsa 0:05 hữu ích?báo cáo"
1,b*****g,5 Sao (585),"2021-11-19 16:59 | Phân loại hàng: Đen,L","b*****g2021-11-19 16:59 | Phân loại hàng: Đen,Láo form đẹp lắm nhaaa shop gói hàng kĩ và dễ unbox, tặng thêm tấm card siu đáng iu 0:07 hữu ích?báo cáo"
1,k*****e,5 Sao (585),"2022-07-24 21:15 | Phân loại hàng: Đen,S","k*****e2022-07-24 21:15 | Phân loại hàng: Đen,SChất liệu: cOttonMàu sắc: đenĐúng với mô tả: đúng mô tảChất áo tuyệt vời nha, dày dặn mà mặc lại mát, hy vọng dùng đc lâu một chút. Hình in cũng đc lâu trôihữu ích?báo cáo"
1,ng.ngoc03,5 Sao (585),"2022-05-06 11:37 | Phân loại hàng: Đen,M","ng.ngoc032022-05-06 11:37 | Phân loại hàng: Đen,MÁo chất dày dặn, tem mác đẹp. Nhưng màu áo lên ảnh đen mà nhìn ngoài cảm giác hơi bạc, hình in trắng mà nó cũng xanh xanh luôn 😿 điểm trừ là không có tem ống tay và đuôi áo với mình mua cũng k thấy có hộp. Nói chung với giá này k đòi hỏi quá cao, nói chung cũng oke 0:10  hữu ích?báo cáo"
1,a*****_,5 Sao (585),"2021-06-23 15:33 | Phân loại hàng: Đen,M","a*****_2021-06-23 15:33 | Phân loại hàng: Đen,MMình rất thích cách gói hàng bên shop . siêu dễ thương vs gói kĩ luôn á . chất áo đẹp nhưng mặc mùa này với mình thì hơi nóng . size áo vừa đủ nhưng mình thì thích mặc rộng . nch hàng ổn,shop dth sẽ ủng hộ nhiều 0:11 1báo cáo"
1,c*****2,5 Sao (585),"2021-10-30 16:48 | Phân loại hàng: Đen,S","c*****22021-10-30 16:48 | Phân loại hàng: Đen,SForm áo đẹp, vải mịn, hình in rõ ràng, không có chỉ thừa, đóng gói hoàn chỉnh 0:04 hữu ích?báo cáo"
1,l*****9,5 Sao (585),"2022-07-09 11:17 | Phân loại hàng: Đen,M","l*****92022-07-09 11:17 | Phân loại hàng: Đen,MChất liệu: cHất vải khá đẹpHình in siêu đẹp giao hàng hơi lâu so với đơn trong nước nhưng bù lại đc cái chất lượng 0:09 hữu ích?báo cáo"
1,dinhbao32009,5 Sao (585),"2023-06-23 19:20 | Phân loại hàng: Đen,L","dinhbao320092023-06-23 19:20 | Phân loại hàng: Đen,LHàng đẹp giao hàng nhanh sẽ ủng hộ shop nhiều :)))hữu ích?báo cáo"
1,dongtruc9499,5 Sao (585),"2023-02-10 13:37 | Phân loại hàng: Trắng,S","dongtruc94992023-02-10 13:37 | Phân loại hàng: Trắng,SÁo xinh chất cotton mặc mát Hình ảnh mang tính chất tốn pate :(( 0:10hữu ích?báo cáo"
1,khanhducquach,5 Sao (585),"2022-04-01 18:34 | Phân loại hàng: Đen,L","khanhducquach2022-04-01 18:34 | Phân loại hàng: Đen,LGiao hàng nhanh ạ. Áo đẹp ạ độ dày của vải vừa phải ko mỏng cũng ko dày quá. Hình in rất đẹp ạ. Đóng gói đẹp hộp rùi túi ạ nhưng hộp hơi bị biến dạng ạ. Nói chung là tuyệt ạ😍 hữu ích?báo cáo"
