User,rating,date,review
n*****2,5 Sao (655),"2022-03-03 17:07 | Phân loại hàng: Hồng,L","n*****22022-03-03 17:07 | Phân loại hàng: Hồng,LSản phẩm chất lượng tốt chất vải đẹp nha mọi người áo cute ship siêu siêu nhanh luôn á m.n đóng gói đẹp cẩn thận lắm luôn 0:14   12báo cáo"
_imthbao,5 Sao (655),"2021-09-08 14:11 | Phân loại hàng: Hồng,S","_imthbao2021-09-08 14:11 | Phân loại hàng: Hồng,Svới mức giá này mình thấy mng nên mua nhé, chất vải mịn cảm giác mặc lên k bị nóng đâu, màu hồng cũng xinh nữa. mình 1m55, nặng 46kg size S là vừa người rồi nha, vì form áo kiểu rộng rồi. 
link unbox mình để dưới cho mng xem qua chất liệu nha: 
https://vt.tiktok.com/ZSJw55qMg/ 0:18  2báo cáo"
didivnxk,5 Sao (655),"2021-10-25 16:42 | Phân loại hàng: Hồng,S","didivnxk2021-10-25 16:42 | Phân loại hàng: Hồng,SMua 4 cái âm, sản phẩm quá hài lòng, vải siêu đẹp, dày dặn, mềm mịn, đường may chuẩn chỉnh, màu sắc ổn, hình in gọn, đẹp, xây dựng được thương hiệu áo thun chất lượng và giá thành như vầy là chủ thương hiệu chắc có tâm lắm hihi

Sẽ tiếp tục ủng hộ, cái hộp đựng cũng đẹp nha. 0:12     1báo cáo"
Người dùng Shopee,5 Sao (655),"2022-03-23 18:31 | Phân loại hàng: Trắng,M","Người dùng Shopee2022-03-23 18:31 | Phân loại hàng: Trắng,MTrời ơi xịn quá trời luôn á
Áo mướt , vải mát lắm á
Hình thì mượt , in rõ nét cực :333
Đáng tiền lắm ắ :333 
sẽ mua tiếp shop nheeee💞 0:16   hữu ích?báo cáo"
t*****6,5 Sao (655),"2021-10-16 11:42 | Phân loại hàng: Trắng,S","t*****62021-10-16 11:42 | Phân loại hàng: Trắng,SÁo chất ko dày nên mắc sẽ mát hình in rất trơn mượt bạn nào cao cỡ m60 thì mình khuyên nên mua size S nha vì mặt lên nó đã dài đến mông rùi ak còn nếu bạn nào muốn mặt kiểu rộng thì up size nha 0:18   1báo cáo"
diepthihau24,5 Sao (655),"2021-08-02 10:35 | Phân loại hàng: Hồng,M","diepthihau242021-08-02 10:35 | Phân loại hàng: Hồng,MSang sịn mịn 🤣 áo đẹp chất quá ok luôn💕 tớ 1m6 45kg mặc sz M chùm qua mông nha mọi người, nên mua nhaaa 🍀💕 0:10  1báo cáo"
d*****g,5 Sao (655),"2022-11-29 18:07 | Phân loại hàng: Trắng,S","d*****g2022-11-29 18:07 | Phân loại hàng: Trắng,SMàu sắc: TrắngĐúng với mô tả: ĐúngChất liệu: CottonĐây là chiếc áo mà mình mua thấy ưng nhất vì chất liệu cotton co giãn, vải mềm , hình in sắc nét. Kèm theo thư cảm ơn và hướng dẫn giặt áo. Giao hàng ngay đúng ngày sinh nhật mình luôn 😘. Lần đầu mua mà shop quá tuyệt vời, sẽ tiếp tục ủng hộ shop ☺️❤️. 0:15 hữu ích?báo cáo"
nganha1369,5 Sao (655),"2022-01-10 19:45 | Phân loại hàng: Trắng,L","nganha13692022-01-10 19:45 | Phân loại hàng: Trắng,LÁo rât đẹp, rất vừa ý. Hình sắc nét, màu cũng đẹp. Giao hàng vui vẻ. Các bạn thích mặc rộng rải nên chọn mẫu của shop. Rất thoải mái không cần mua size lớn hơn để trừ hao đâu. 0:16 1báo cáo"
khanhhang203,5 Sao (655),"2022-06-09 19:08 | Phân loại hàng: Hồng,M","khanhhang2032022-06-09 19:08 | Phân loại hàng: Hồng,MChất liệu: 98% cotton, 2% spandexMàu sắc: Hồng kute :)))10 điểm cho sự xinh đẹp này ạ, áo đẹp lắm cơ, màu hồng xinh xẻo nữa. Shop chuẩn bị hàng nhanh, shipper cũng nhanh nữa. Ncl chim ưng lắm 0:10 hữu ích?báo cáo"
ttngan07,5 Sao (655),"2022-03-01 10:46 | Phân loại hàng: Trắng,L","ttngan072022-03-01 10:46 | Phân loại hàng: Trắng,LĐóng gói chắc chắn, gọn. Áo giống hình mẫu. Chất vải mát, mềm, đẹp, ko có chỉ thừa. Mn nên mua thử nha. 0:41     11báo cáo"
n*****3,5 Sao (655),"2021-12-31 15:53 | Phân loại hàng: Hồng,S","n*****32021-12-31 15:53 | Phân loại hàng: Hồng,Sáo đẹp. ảnh mình chụp có đèn fl nên nhìn màu khác chứ ở ngoài màu giống hệt ảnh của shop, vải đẹp, in cũng đẹp nữa. nói chung là không chê đâu được. còn được tặng thêm móc khoá nữa hehe   2báo cáo"
m*****9,5 Sao (655),"2022-06-19 11:43 | Phân loại hàng: Trắng,M","m*****92022-06-19 11:43 | Phân loại hàng: Trắng,MChất liệu: tHunMàu sắc: trắngĐúng với mô tả: đúng mô tảSản phẩm rất đẹp đúng như mô tả, mặc dù mua có 1 chiếc nhưng shop vẫn gói rất có tâm, mình 1m56 nặng 55kg mặc áo size M khá ổn hơi rộng 1 xíu theo kiểu áo freesize, mặc quần ngắn vừa đẹp luôn 0:32   hữu ích?báo cáo"
Người dùng Shopee,5 Sao (655),"2022-01-07 11:57 | Phân loại hàng: Hồng,M","Người dùng Shopee2022-01-07 11:57 | Phân loại hàng: Hồng,MShop phục vụ rất tốt, tuy nhiên áo bị dơ 1 chút nhưng không sao vì khá ít, theo mình thì shop nên để thêm giấy thơm vào sẽ ok hơn ấy. Mình m53, 58kg mặc áo size M qua mông và vừa lắm không rộng quá cũng không chật quá, vải thì ok, màu rất ưng luôn nha 0:08    8báo cáo"
h*****6,5 Sao (655),"2021-11-27 20:50 | Phân loại hàng: Trắng,S","h*****62021-11-27 20:50 | Phân loại hàng: Trắng,SÁo đẹp. Chất vải mỏng, mát. Màu in thì k có gì bàn cãi. Mình mua size S nhưng hơi to. Mặc giấu quần thì ổn. Còn bạn muốn mặc ôm thì chọn kĩ size nhé 0:07  4báo cáo"
nguyenminhly_30,5 Sao (655),"2021-09-11 11:31 | Phân loại hàng: Hồng,M","nguyenminhly_302021-09-11 11:31 | Phân loại hàng: Hồng,MLần đầu mua áo của shop đúng màu, đúng kiểu dáng mình thích luôn nè. Mk cao mét 62, mặc sz M mà dài quá, chùm cả mông ý, cb mặc chùm mông thoải mái. Chất cotton co giãn nhẹ, hình in sắc nét đẹp lắm. Vì dịch nên mn cố đợi tầm gần tuần là có áo nhé. Cảm ơn shop nhiềuu lắm, mk sẽ mua thêm nha😘 0:34  7báo cáo"
viettrinh_1106,5 Sao (655),"2022-07-23 10:01 | Phân loại hàng: Hồng,M","viettrinh_11062022-07-23 10:01 | Phân loại hàng: Hồng,MChất liệu: Khá ổnMàu sắc: đúng màuĐúng với mô tả: chuẩn mẫuÁo rất xinh, màu hồng không bị phèn, quá ưng so với giá tiền 0:07  hữu ích?báo cáo"
minhtaam2006,5 Sao (655),"2021-07-20 10:24 | Phân loại hàng: Hồng,S","minhtaam20062021-07-20 10:24 | Phân loại hàng: Hồng,SÁo khá là xinh hình rất đẹp nhé chất lượng
Giá hợp lý chất vải đẹp 
Nhưng size S như này thì hơi rộng vs to 😢😢😢mong shop cải thiện 0:07   2báo cáo"
hiynvth795,5 Sao (655),"2022-06-03 17:45 | Phân loại hàng: Trắng,M","hiynvth7952022-06-03 17:45 | Phân loại hàng: Trắng,MChất liệu: nÓngMàu sắc: trắngĐúng với mô tả: cóỔn nhưng vải hơi nóng 
Size M hơi ngắn nha vải đẹp k dày k mỏng nhưng lôgo trước mặt in hơi lệch :(
Nhưng vẫn cho shop 5🌟 nha vì shop dễ thương nt nhiệt tình ship hàng nhanh lần sau sẽ ủng hộ shop tiếp 🥰😍 0:13   hữu ích?báo cáo"
t*****7,5 Sao (655),"2022-03-25 18:26 | Phân loại hàng: Hồng,S","t*****72022-03-25 18:26 | Phân loại hàng: Hồng,SÁo với vải siuuu đẹp luôn giao khá nhanhh.
Mịn với xinh cực hơi to so với mình nghĩ xíu :)) 0:04    1báo cáo"
Người dùng Shopee,5 Sao (655),"2021-10-18 11:16 | Phân loại hàng: Hồng,L","Người dùng Shopee2021-10-18 11:16 | Phân loại hàng: Hồng,LÁo vải xinh lắm luôn nha, mực in lên rất đẹp, màu chuẩn như hình luôn ạ chất lượng lắm mọi người nên mua nhé hữu ích?báo cáo"
vananhff,5 Sao (655),"2021-10-13 16:45 | Phân loại hàng: Hồng,S","vananhff2021-10-13 16:45 | Phân loại hàng: Hồng,SÁo rất đẹp, màu in tươi, sắc nét. Áo màu hồng cam dễ chịu, xinh lắm. Có sale là nên mua ngay và luôn. 0:07 1báo cáo"
vanchi_012345,5 Sao (655),"2021-10-16 17:55 | Phân loại hàng: Hồng,S","vanchi_0123452021-10-16 17:55 | Phân loại hàng: Hồng,SDịch nhưng giao hàng nhanh. Phải nói là áo đẹp xuất sắc luôn ạ, vải mát, mềm, mịn, màu y chang hình, đựng trong hộp xịn xò. Mk 1m6 47kg size S nhé. Fom áo rộng kiểu dài, rất đẹp. Sẽ ủng hộ shop nè  1báo cáo"
t*****6,5 Sao (655),"2021-08-27 22:41 | Phân loại hàng: Hồng,S","t*****62021-08-27 22:41 | Phân loại hàng: Hồng,SÁo đẹp, hình in sắc nét, đóng gói ổn, mik m50 39kg mặc hơi dài dù cho đó là size S nhưng ko sao, cảm ơn shop 0:09   4báo cáo"
mpnopro,5 Sao (655),"2022-03-10 16:50 | Phân loại hàng: Trắng,S","mpnopro2022-03-10 16:50 | Phân loại hàng: Trắng,SĐóng gói đẹp, chất vải dày dặn nhưng mình trừ 1 sao chỗ hình in khi mình test thử  kéo hơi dùng lực thì hình in bị dãn khiến áo nhìn không còn đẹp mắt, với cả chỗ mác áo ở cổ bị sổ chỉ mong shop sẽ khắc phục được lỗi 0:08   1báo cáo"
mhangxjnkgaii,5 Sao (655),"2021-11-20 16:50 | Phân loại hàng: Hồng,M","mhangxjnkgaii2021-11-20 16:50 | Phân loại hàng: Hồng,Máo rất đẹp vải cũng được nma chưa giặt nên chưa biết ntn 0:11 1báo cáo"
zubiham1207,5 Sao (655),"2022-03-12 11:07 | Phân loại hàng: Trắng,S","zubiham12072022-03-12 11:07 | Phân loại hàng: Trắng,SÁo phông khá dày dặn, hình in sắc nét mịn màng, so với giá tiền thì quá xứng 0:11  hữu ích?báo cáo"
n*****6,5 Sao (655),"2021-10-12 18:14 | Phân loại hàng: Hồng,S","n*****62021-10-12 18:14 | Phân loại hàng: Hồng,SSăn sale 99k quá okk luôn, shop giao hàng cũng nhanh, hình in nét, vải mình thấy ko dày ko mỏng, 1m57 size S vừa đẹp 0:09 hữu ích?báo cáo"
trandung25122004,5 Sao (655),"2021-08-02 10:16 | Phân loại hàng: Hồng,L","trandung251220042021-08-02 10:16 | Phân loại hàng: Hồng,LÁo xinh xỉu huhu
Đẹp xấc xắc lun á trời
Màu bên ngoài đẹp lắm mn ui 0:27  1báo cáo"
l*****k,5 Sao (655),"2022-08-28 18:23 | Phân loại hàng: Trắng,M","l*****k2022-08-28 18:23 | Phân loại hàng: Trắng,MÁo đẹp lắm ý cả nhà ơiiii 
Chất vải siêu thích
Săn sale còn 145k 1c mà mặc sướng kinh khủng 
Sẽ ủng hộ shop 0:04 hữu ích?báo cáo"
snailstoreunisex,5 Sao (655),"2021-10-23 10:05 | Phân loại hàng: Hồng,M","snailstoreunisex2021-10-23 10:05 | Phân loại hàng: Hồng,MĐóng gói cẩn thận, shop rất dth, áo thơm, chất vải đẹp. Đáng tiền , Nên mua  hữu ích?báo cáo"
