User,rating,date,review
hien275135,5 Sao (865),"2021-12-02 11:17 | Phân loại hàng: Đen,L","hien2751352021-12-02 11:17 | Phân loại hàng: Đen,LMua lần thứ 2 rồi vẫn thấy áo ok. Đóng hàng cũng ổn không quá chắc chắn. Giao hàng nhanh. Sẽ ủng hộ lần tiếp theo 0:27    3báo cáo"
v*****h,5 Sao (865),"2021-07-13 20:16 | Phân loại hàng: Xám,XXL","v*****h2021-07-13 20:16 | Phân loại hàng: Xám,XXLTrời ơi áo xinh xỉu luôn ý >< đẹp từ chất vải đến hình in cũng đẹp nữa ưng quass :33
Giao hàng thì cũng bình thường thuii cũng không quá nhanh :>> 
Chắc chắn sẽ quay lại shop lần sau ^3^ 0:15   2báo cáo"
huyen_n123,5 Sao (865),"2021-03-01 07:26 | Phân loại hàng: Xám,XXL","huyen_n1232021-03-01 07:26 | Phân loại hàng: Xám,XXLÁo form y như hình , chất vải cũng khá ổn, mà nó kiểu giống như vải cotton 36/65 ấy :< nhưg áp mã của shop giảm 20% là hài lòng rồii, tóm lại là nên mua      hữu ích?báo cáo"
kanie158,5 Sao (865),"2021-01-06 17:10 | Phân loại hàng: Cam,XL","kanie1582021-01-06 17:10 | Phân loại hàng: Cam,XLChất vải đẹp, dày, lên form đẹp lắm. Màu in cũng khá là ok. Với giá này mà có cái áo chất lượng như vậy cũng quá là hời. 0:09  hữu ích?báo cáo"
thobongg,5 Sao (865),"2021-07-01 23:50 | Phân loại hàng: Xám,XXL","thobongg2021-07-01 23:50 | Phân loại hàng: Xám,XXLGiao hàng siêu nhanh luôn í, mình đặt tầm 2 ngày là đã nhận được rồi. Chất lượng thì okela lắm nha, vải mềm mịn, không quá mỏng, màu lên rất đẹp, hình in sắc sảo, đường may chuẩn. Nói chung mọi người nên mua nha.. 0:11 hữu ích?báo cáo"
d*****8,5 Sao (865),"2021-04-07 20:23 | Phân loại hàng: Cam,XXL","d*****82021-04-07 20:23 | Phân loại hàng: Cam,XXLmình không biết ai đồn tn nhưng hàng VN chất lương cao còn hơn order Taobao.Sau khi so sánh 2 chiếc mua shop với 2 chiếc Taobao order mới về thì mình thấy TB in kém ấy hình sần dễ rạn còn hàng mua shop đây vải dày hơn hẳn với in chất lượng nhé!!!! 0:12 2báo cáo"
tuilahuong17,5 Sao (865),"2021-05-25 11:44 | Phân loại hàng: Xám,XL","tuilahuong172021-05-25 11:44 | Phân loại hàng: Xám,XLMình m50 47kg mang size XL vừa phải, rộng đúng ý😊
Chất vải khá ok, mềm, nhưng màu xám có thể bị bạc sau một thời gian nhe😣
Thích nhất là cái cổ áo lun ý, dày dặn lắm😋
Shop còm có thư cảm ơn nữa 🤗 0:37   2báo cáo"
narunu25,5 Sao (865),"2021-05-04 15:34 | Phân loại hàng: Xám,XL","narunu252021-05-04 15:34 | Phân loại hàng: Xám,XLuiii, áo chất vải siêu dày dặn luon nhé. Hình in cũng xinh lắm luon í. Mình cao 1m58 mua xl qua mông luon nhé. Nói chung với giá thế này thì nên mua nhé hữu ích?báo cáo"
vchan203,5 Sao (865),"2020-11-15 13:08 | Phân loại hàng: Xám,S","vchan2032020-11-15 13:08 | Phân loại hàng: Xám,SỐi giời ơi áo đẹp khỏi chê , thun bao mát , mua đi mọi người bảo đảm không bao giờ lầm , mình mua rồi giờ mua thêm 2c nữa vì áo quá đẹp mà còn đang sale nữa 💜 . À mà mọi người nên đặt size to hơn size bình thường 1 size nhé . Mình 1m50 size S dài vừa đúng ngang hông .   1báo cáo"
mitmochi,5 Sao (865),"2020-09-14 12:29 | Phân loại hàng: Xám,L","mitmochi2020-09-14 12:29 | Phân loại hàng: Xám,LM mua của b này 2,3 lần r, giá ổn định, rẻ, và chất áo mịn, mềm lắm, k thô, chất mát. 😘😘😘😘😘 thank b nhiều 0:23 2báo cáo"
