User,date,review,rating
n*****7,"2024-05-19 21:37 | Phân loại hàng: Kem,M","2024-05-19 21:37 | Phân loại hàng: Kem,M",4 Sao (440)
thuuhienn165,"2024-05-16 11:32 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
huynhnhu_557,"2024-05-15 11:40 | Phân loại hàng: Xanh,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
n*****7,"2024-05-10 17:25 | Phân loại hàng: Kem,L","2024-05-10 17:25 | Phân loại hàng: Kem,L",4 Sao (440)
mingngc800,"2024-05-09 10:59 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
doanthuthuong,"2024-05-05 17:44 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
khanhhlyy347,"2024-05-04 11:28 | Phân loại hàng: Hồng,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,4 Sao (440)
uynnhil702,"2024-05-04 07:22 | Phân loại hàng: Đen,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,4 Sao (440)
ximngkemtrn071,"2024-05-01 16:51 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,4 Sao (440)
nguyenlamanh01.01,"2024-04-27 09:18 | Phân loại hàng: Đen,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
zs1p1dsq15,"2024-04-26 17:10 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
vtrng082,"2024-04-25 18:40 | Phân loại hàng: Kem,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
thitrang2712,"2024-04-21 15:21 | Phân loại hàng: Đen,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
thanhha18924,"2024-04-17 23:07 | Phân loại hàng: Đen,L","phản hồi của Người Bán 8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
ngan2404,"2024-04-20 20:56 | Phân loại hàng: Kem,M",hữu ích?báo cáo,4 Sao (440)
nc3sxdonbu,"2024-04-20 19:11 | Phân loại hàng: Đen,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
9jney7o5v6,"2024-04-19 13:35 | Phân loại hàng: Kem,L","phản hồi của Người Bán 8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
thomainhi,"2024-04-17 18:03 | Phân loại hàng: Kem,M","phản hồi của Người Bán 8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
nguyenthunga0111,"2024-04-16 10:23 | Phân loại hàng: Kem,M","phản hồi của Người Bán 8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
9*****z,"2024-04-16 07:42 | Phân loại hàng: Kem,M","2024-04-16 07:42 | Phân loại hàng: Kem,M",4 Sao (440)
ambqiyr8nu,"2024-04-13 18:14 | Phân loại hàng: Kem,XL","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
f3cdkgob1h,"2024-04-08 20:42 | Phân loại hàng: Kem,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
zriupo11kr,"2024-04-05 14:01 | Phân loại hàng: Kem,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
jgzvhilchx,"2024-04-04 20:26 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
hoanganhv919,"2024-04-04 10:49 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
59a46cwk96,"2024-04-03 19:19 | Phân loại hàng: Đen,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
loaninhth861,"2024-04-02 19:45 | Phân loại hàng: Đen,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
ngcsngbi966,"2024-03-31 06:59 | Phân loại hàng: Đen,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
toanthanhha,"2024-03-28 20:44 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
8gbtmnzbna,"2024-03-28 16:21 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
phamngoc2601,"2024-03-28 20:15 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
ngnntuyt315,"2024-03-27 20:45 | Phân loại hàng: Kem,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
miuu2007,"2024-03-27 13:40 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
za8fclygjk,"2024-03-24 12:35 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
nhanhthuy270,"2024-03-21 19:48 | Phân loại hàng: Đen,XL","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
6cwxpki9km,"2024-03-21 14:35 | Phân loại hàng: Kem,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
coimeei,"2024-05-17 12:11 | Phân loại hàng: Xanh,M","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
nnhnngcbk,"2024-03-18 17:08 | Phân loại hàng: Đen,L","phản hồi của Người Bán8YO LOCAL BRAND cảm ơn bạn yêu đã đánh giá cho shop. Shop chưa có điều gì hoàn hảo mong bạn yêu góp ý qua hộp thư shopee cho shop nha. Chúc bạn yêu một ngày tốt lành, tràn đầy năng lượng và thật nhiều niềm vui nha. Love you <3",4 Sao (440)
_*****w,"2023-02-07 05:05 | Phân loại hàng: Đen,M","2023-02-07 05:05 | Phân loại hàng: Đen,M","5 Sao (7,1k)"
m*****7,"2023-02-12 10:58 | Phân loại hàng: Kem,L","2023-02-12 10:58 | Phân loại hàng: Kem,L","5 Sao (7,1k)"
nheicrochet,"2023-04-23 10:43 | Phân loại hàng: Green trendy,XL",Chất liệu: cottonĐúng với mô tả: yesMàu sắc: xanh laÁo dày dặn lém nma k bị nóng đou nhe mụi ngừii~ toẹt zờii. T thích mặc rộng nên đặt rộng thui nhe,"5 Sao (7,1k)"
minihunh739,"2024-01-08 18:52 | Phân loại hàng: Kem,M","Đúng với mô tả: đúngMàu sắc: kemChất liệu: cotton co dãnÁo đẹp với thơm lắm neee, đóng gói cẩn thận, vải umê k lối thoát luôn ạ. 1/10000❤️","5 Sao (7,1k)"
yenngalainguyen,"2023-01-16 19:43 | Phân loại hàng: Kem,M","Chất liệu: vảiMàu sắc: kemĐúng với mô tả: đúngáo xinh lắm lun ạ! vải và form rất đẹp, còn có kèm giấy thơm. Shop tư vấn rất nhiệt tình và dễ thương nữa","5 Sao (7,1k)"
vothuyhang07,"2024-02-04 09:30 | Phân loại hàng: Kem,L","Đúng với mô tả: đúngChất liệu: vảiMàu sắc: beÁo xinh phù hợp với giá tiền vải mỏng mát không quá dày nên mua nha, giao nhanh shipper thân thiện","5 Sao (7,1k)"
Người dùng Shopee,"2024-01-15 21:19 | Phân loại hàng: Kem,L",Màu sắc: besản phẩm đẹp nha các bạn nên mua shop còn thân thiện nua shop tư vấn nhiệt tình gửi hàng nhanh NÊN MUA NHAAA HIHI,"5 Sao (7,1k)"
nguyennhu._.quynh2000,"2023-04-07 16:58 | Phân loại hàng: Green trendy,M","Chất liệu: chất vải thô, dàyMàu sắc: xanh lá câyĐúng với mô tả: đúngsản phẩm ổn, kh chỉ thừa, vải dày, form lên chuẩn nên mua nha","5 Sao (7,1k)"
m*****9,"2023-02-12 17:00 | Phân loại hàng: Kem,L","2023-02-12 17:00 | Phân loại hàng: Kem,L","5 Sao (7,1k)"
hien_anne,"2024-04-09 06:12 | Phân loại hàng: Đen,M","Chất liệu: cottonĐúng với mô tả: yeppMàu sắc: đenShop đóng gói hàng chắc chắn, áo đẹp lắm nha mn owwi, khi mở túi ra thì áo mùi thơm lắm ạ shop còn tặng cho cả giấy thơm nữa, cầm nặng tay , nên mua nha (shipper thân thiện)","5 Sao (7,1k)"
j*****z,"2024-03-29 13:07 | Phân loại hàng: Kem,M","2024-03-29 13:07 | Phân loại hàng: Kem,M","5 Sao (7,1k)"
haquyen238,"2023-06-09 17:12 | Phân loại hàng: Kem,M","Màu sắc: kemChất liệu: dày dặnĐúng với mô tả: áo in ấn rất đẹp nha mngÁo rất đẹp mng nha, in ấn rõ ràng sắc nét, sẽ ủng hộ shop thêm nhiềuu","5 Sao (7,1k)"
thaonhiii_12,"2023-07-12 22:24 | Phân loại hàng: Green trendy,M",Đúng với mô tả: kbt ữaMàu sắc: Xanh rêuChất liệu: cottonÁo đẹp lắm ( do đt mình chụp với quay hơi tối) ít chỉ thừa form rộng nha mình 40kg m52 mặc size M thoải mái có cả tag ở áo nha.Hơn trăm mà xịn quá ưng,"5 Sao (7,1k)"
dx5cr_gp03,"2024-02-01 18:13 | Phân loại hàng: Đen,L","Chất liệu: thunĐúng với mô tả: đúngMàu sắc: đenMột chiếc áo thun dày dặn, đường may thẳng đều rất đẹp. Mình mua cho con gái, mặc vừa đúng ý nó luôn","5 Sao (7,1k)"
hao_nhuu948,"2023-04-07 17:10 | Phân loại hàng: Green trendy,M",Đúng với mô tả: đúngChất liệu: thunMàu sắc: GreenÁo quá là xịn luôn á giá tiền hợp lý áo lại xịn vải rất dày dặn hình in ok không dễ bung tróc màu của vải y hệt hình brand chụp tại mình dùng flash nên màu hơi khác so với ảnh Brand nói chung quá là ok quá là ưng đi quá diệuuu keooo,"5 Sao (7,1k)"
_*****5,"2023-12-17 16:06 | Phân loại hàng: Đen,M","2023-12-17 16:06 | Phân loại hàng: Đen,M","5 Sao (7,1k)"
thuthao15122004,"2023-05-26 21:20 | Phân loại hàng: Trắng,M",Đúng với mô tả: đúngChất liệu: k biếtMàu sắc: trắngáo rất đẹp vải mặc mát ok lắm nha mọi người ơi nên mua nhe 💯,"5 Sao (7,1k)"
_ngnwx.mjiro,"2023-04-08 18:55 | Phân loại hàng: Đen,L",Màu sắc: ddenĐúng với mô tả: đúngChất liệu: vãiHuhu lúc mua để kịp đi chs gấp quá hăm có để ý size cái kia như mọi lần size L về rộng quá tr đồ bth mg mặc size L thì nên mua size M th nhoa ai thích rộng rãi thì mua L cũm đc áo đẹp lúm,"5 Sao (7,1k)"
senitran,"2024-01-12 18:20 | Phân loại hàng: Đen,XL","So với giá này thì chất vải cực kỳ tốt luôn rồi, chất mang siêu mát khó bị xù lông áo, hình in sắc nét, áo thơm nên mua 10/10","5 Sao (7,1k)"
l*****5,"2023-10-10 13:50 | Phân loại hàng: Trắng,M","2023-10-10 13:50 | Phân loại hàng: Trắng,M","5 Sao (7,1k)"
c*****_,"2023-02-03 12:00 | Phân loại hàng: Trắng,M","2023-02-03 12:00 | Phân loại hàng: Trắng,M","5 Sao (7,1k)"
nkhah_k.ha7o,"2024-04-03 21:48 | Phân loại hàng: Đen,XL","Chất liệu: khum bicMàu sắc: đenĐúng với mô tả: đúngCực chất lượng nha hàng local thì khỏi bàn rồi mặc mát nha mọi người ( mình 1m66 mặc size XL) nha,số đo bên dưới mình ước lượng thôi ạ chọn size mọi người chỉ cần nhìn chiều cao thoai nha","5 Sao (7,1k)"
mytien691,"2023-08-11 13:46 | Phân loại hàng: Kem,M","Giao hàng nhanh lắm ạ. Áo rất là đẹp luôn, chất vải dày dặn, mềm mịn và mát lắm, còn thơm nữa. Rất là xứng đáng với giá tiền luôn, tuy nhiên là nó hơi to so với 1 đứa m48 như mình. Khuyến khích mọi người nên mua nha.","5 Sao (7,1k)"
t*****u,"2024-01-21 12:56 | Phân loại hàng: Kem,M","2024-01-21 12:56 | Phân loại hàng: Kem,M","5 Sao (7,1k)"
t*****0,"2024-01-25 15:18 | Phân loại hàng: Kem,L","2024-01-25 15:18 | Phân loại hàng: Kem,L","5 Sao (7,1k)"
ynbith599,"2023-05-28 10:48 | Phân loại hàng: Đen,M",Đúng với mô tả: đúngChất liệu: đẹpMàu sắc: đenÁo xing đẹp tuyệt vời thế giới thứ hai hôm nay í a đến bê hết tiền ăn rồi a hi hi đồ ăn chưa anh đang làm việc cẩn thận nha a ngủ đi nhé em yêu thương mà,"5 Sao (7,1k)"
h*****4,"2024-01-06 16:34 | Phân loại hàng: Kem,L","2024-01-06 16:34 | Phân loại hàng: Kem,L","5 Sao (7,1k)"
dieelinh,"2023-06-27 23:19 | Phân loại hàng: Đen,M","10đ 😗
Chất đẹp, mình m55-6 size M ẹp lắm nhoa 
Chất liệu đẹp, mướt tay 
Giá hợp lí, hôm trước vừa mua 159k hsau giảm còn 119k huhu nma vẫn 10đ nha","5 Sao (7,1k)"
dungthkim277,"2023-11-28 15:41 | Phân loại hàng: Kem,M","Màu sắc: beChất liệu: tốtĐúng với mô tả: đúngSản phẩm uy tín chất lượng, vải rất đẹp, mình mua lần 2 rồi rất ưng ý luôn ấy","5 Sao (7,1k)"
5hjm3cjpax,"2023-03-28 16:46 | Phân loại hàng: Trắng,L","Chất liệu: vảiĐúng với mô tả: đúngMàu sắc: trắngÁo chất đẹp vãiii, rất rộng luôn, thơm nữa... Nói chung  là áo này rất tuyệt, bạn mình đặt trước và về rồi thấy rất đẹp nên mình cũng đặt theo. Chất lượng rất ok.","5 Sao (7,1k)"
minhanhl633,"2024-04-18 23:37 | Phân loại hàng: Đen,L",Đúng với mô tả: yesssChất liệu: vải đẹp lắmMàu sắc: đenáo đẹp lắm lun mua đi mọi người ơi. mặc vào thấy xinh gái hơn luôn á =))),"5 Sao (7,1k)"
p*****h,"2023-07-09 13:43 | Phân loại hàng: Trắng,L","2023-07-09 13:43 | Phân loại hàng: Trắng,L","5 Sao (7,1k)"
madalenatruongphung,"2024-02-02 18:53 | Phân loại hàng: Kem,M","Đúng với mô tả: Đúng nhaChất liệu: ThunMàu sắc: Màu beeeeeVải được thôi, phù hợp với giá tiền, không quá mát, mặc lên form đẹp","5 Sao (7,1k)"
Người dùng Shopee,"2023-06-28 11:45 | Phân loại hàng: Đen,L","2023-06-28 11:45 | Phân loại hàng: Đen,L","5 Sao (7,1k)"
g*****u,"2023-02-03 12:54 | Phân loại hàng: Kem,M","2023-02-03 12:54 | Phân loại hàng: Kem,M","5 Sao (7,1k)"
trangiang1011,"2023-05-12 03:06 | Phân loại hàng: Trắng,L",áo đẹp lắm nha chất vải dày dặn nên mua nhưng bạn nào tầm m6 đổ xuống mặc size m thì sẽ vừa ng hơn,"5 Sao (7,1k)"
huynmynguyn714,"2024-06-26 20:18 | Phân loại hàng: Kem,M","Chất liệu: totĐúng với mô tả: kha dungMàu sắc: beMàu be này khá đậm đối với tui á nma hàng xinh nha, giao hàng nhanh, phục vụ tốt nhé","5 Sao (7,1k)"
d*****f,"2024-03-31 22:43 | Phân loại hàng: Kem,M","2024-03-31 22:43 | Phân loại hàng: Kem,M","5 Sao (7,1k)"
trangvo354,"2024-01-21 11:27 | Phân loại hàng: Kem,M","Màu sắc: kemGiao hàng nhanh ,áo đẹp k có chỉ thừa mặc thì khá là vừa vặn và mát áo dày hàng chất lượng ,còn đc kèm giấy thơm nữa khá hài lòng","5 Sao (7,1k)"
trangggthyy2066,"2023-01-11 18:13 | Phân loại hàng: Đen,M",Chất liệu: vảiMàu sắc: đenĐúng với mô tả: đúngÁo đẹp vải dày có cả giấy thơm nửa mở ra thơm nức luoonnn. Nói chung tuyệt zời,"5 Sao (7,1k)"
hntrn159,"2023-11-27 11:09 | Phân loại hàng: Kem,M","Chất liệu: vảiMàu sắc: beĐúng với mô tả: Đúng với mô tảNó đẹp lắm luôn ă ,vải tốt nha còn xinh nữa phải nói là đúng với mô tả nha","5 Sao (7,1k)"
uyenuyen39,"2024-01-28 22:06 | Phân loại hàng: Kem,M",Màu sắc: béĐúng với mô tả: đúngChất liệu: vảiÁo vừa đẹp mà còn rẻ nữa mình săn vs giá có 119k thoi mà vải đẹp quá,"5 Sao (7,1k)"
overhop,"2023-01-13 18:25 | Phân loại hàng: Trắng,M","Chất liệu: vải cotton 100%Màu sắc: trắngĐúng với mô tả: rất đúng với mô tảhàng giao nhanh, shop dễ thương nhiệt tình, nói chung là rất đỉnh mọi người nếu thích thì nên mua nhaaa","5 Sao (7,1k)"
hoangglly,"2023-03-27 16:20 | Phân loại hàng: Đen,M",Đúng với mô tả: y hinhChất liệu: vải dày mặc mát lắmMàu sắc: đenMình mua màu trắng rồi thích quá mua thêm cái đen mặc kzdjhd,"5 Sao (7,1k)"
qfghki,"2023-04-14 11:24 | Phân loại hàng: Đen,L",Chất liệu: vaiĐúng với mô tả: đúngMàu sắc: ddneĐẹp mà rẻ nha mọi người nên mua á shop ok lắm mình bị nhằm size cho đổi luôn,"5 Sao (7,1k)"
khanhdan1126,"2023-05-26 16:19 | Phân loại hàng: Đen,M","Đúng với mô tả: ýeChất liệu: cotton dày dặn, chắc tayyMàu sắc: xi đèn đènKh nghĩ là mình lại săn được với giá như vậy luôn á hihi, shop trả lời tin nhắn rất gọn nhẹ nhé ạ, hàng được giao nội trong 3 ngày luôn, shop gói hàng chỉn chu, sạch sẽ, thơm tho. Mình thích tác phong nhắn ít làm nhiều như thế 🤗
Chất lượng: xứng đáng với giá tiền nhea ạ, áo dày dặn, form rộng đúng ý mình, hình in sắc nét, design dễ thương xĩu
Shipper cũng tận tâm lắm ạ
Trải nghiệm lần đầu ở shop 10/10 💖","5 Sao (7,1k)"
h*****9,"2023-04-26 09:00 | Phân loại hàng: Trắng,XL","2023-04-26 09:00 | Phân loại hàng: Trắng,XL","5 Sao (7,1k)"
inkei.ankb,"2023-07-10 11:38 | Phân loại hàng: Kem,M","Giao hàng nhanh
Đóng gói tạm dc
Mua lúc sale nên rẻ lắm á
Áo thơm chưa bóc ra đã ngửi thấy r ý
Áo đẹp lắm nha","5 Sao (7,1k)"
kha432,"2024-05-06 18:44 | Phân loại hàng: Xanh,M","ý là shop giao hàng cũng nhanh, đóng gói cẩn thận 
áo xinh vc, giá lại hợp lí, đúng mẫu đúng màu nên rất rất đáng mua đóooo🥰🥰 áo 10 điểm luôn","5 Sao (7,1k)"
h*****6,"2023-02-05 19:23 | Phân loại hàng: Kem,L","2023-02-05 19:23 | Phân loại hàng: Kem,L","5 Sao (7,1k)"
tranngocbaoanh27,"2024-01-19 20:05 | Phân loại hàng: Kem,L",áo giao rất nhanh nha tầm 2 ngày là về hàng rồi áo rẻ chất liệu dày nha nhưng mà màu hơi đậm so với mình nghĩ,"5 Sao (7,1k)"
hanguyen2272003,"2023-04-08 18:15 | Phân loại hàng: Đen,M","Chất liệu: vải gì đấyMàu sắc: đenĐúng với mô tả: chuẩnFom áo xinh, áo thơm xỉu luôn ý. Chất vải dày dặn oke lắm nheeee","5 Sao (7,1k)"
phuongtram1142008,"2023-07-14 11:00 | Phân loại hàng: Đen,M",Chất liệu: cottonMàu sắc: đẹpĐúng với mô tả: đúngÁo đẹp nha. Thơm. Hình in sắc nét. Chất vải mát. Mỗi tội tui thích mặt rộng xíu nên mặc  hơi vừa người.,"5 Sao (7,1k)"
dangngocanh1401,"2023-07-14 03:34 | Phân loại hàng: Trắng,M",Áo xinhh lám aj rẻ đệp giao hàng nhanh shippwr thân thiện lắm ạ 1000000d nhaaaa,"5 Sao (7,1k)"
chieuanh1201,"2024-01-04 17:18 | Phân loại hàng: Kem,L","đẹp cực mình săn live có 94k chats lượng tuyệt vời vải mịn sờ mát tay rcm mng nên mua xốp sẽ ủng hộ nè 
Dsq newww 
về hàng đúng đợt lạnh rồi đây
Hàng  cao cấp bao nét cho ae
Mời cả nhà băm ạ 
𝖘𝖎𝖟𝖊 : S M L Xl nVxhíknx banB nhiu snhxgx","5 Sao (7,1k)"
